"GEO","Date","pop_nk","pop_1kid","pop_kids"
"Windsor",2018-09-01,37597,24967,32144
"Windsor",2018-10-01,37605,24947,32127
"Windsor",2018-11-01,37620,24929,32119
"Windsor",2018-12-01,37643,24911,32120
"Windsor",2019-01-01,37675,24896,32131
"Windsor",2019-02-01,37717,24883,32153
"Windsor",2019-03-01,37769,24871,32187
"Windsor",2019-04-01,37833,24862,32234
"Windsor",2019-05-01,37909,24855,32295
"Windsor",2019-06-01,37997,24851,32370
"Windsor",2019-07-01,38100,24850,32460
"Windsor",2019-08-01,38217,24852,32567
"Windsor",2019-09-01,38350,24857,32690
"Windsor",2019-10-01,38499,24865,32832
"Windsor",2019-11-01,38665,24877,32993
"Windsor",2019-12-01,38849,24893,33173
"Windsor",2020-01-01,39051,24913,33374
"Windsor",2020-02-01,39273,24937,33596
"Windsor",2020-03-01,39516,24965,33840
"Windsor",2020-04-01,39780,24998,34108
"Windsor",2020-05-01,40065,25036,34400
"Windsor",2020-06-01,40374,25078,34716
"Windsor",2020-07-01,40706,25126,35058
"Windsor",2020-08-01,41063,25179,35427
"Windsor",2020-09-01,41445,25238,35823
"Windsor",2020-10-01,41854,25302,36248
"Windsor",2020-11-01,42289,25372,36702
"Windsor",2020-12-01,42752,25448,37185
"Windsor",2021-01-01,43243,25531,37700
"Windsor",2021-02-01,43764,25620,38246
"Windsor",2021-03-01,44316,25715,38825
"Windsor",2021-04-01,44898,25818,39438
"Windsor",2021-05-01,45512,25927,40085
"Windsor",2021-06-01,46159,26044,40767
"Windsor",2021-07-01,46839,26168,41485
"Windsor",2021-08-01,47554,26300,42240
"Windsor",2021-09-01,48304,26440,43033
"Windsor",2021-10-01,49090,26587,43865
"Windsor",2021-11-01,49913,26743,44736
"Windsor",2021-12-01,50773,26907,45647
