"Date","GEO","VALUE","val_norm","Components","Unit of measure"
2019-12-01,"Canada",1681,1.681e+09,"InMort_fix3_5","Dollars (in millions)"
2019-12-01,"Canada",2.89,0.0289,"InMort_fix3_5","Interest rate (percentage)"
2019-12-01,"Canada",4331,4.331e+09,"InMort_fix5","Dollars (in millions)"
2019-12-01,"Canada",2.88,0.0288,"InMort_fix5","Interest rate (percentage)"
2019-12-01,"Canada",25281,2.5281e+10,"UnMort_total","Dollars (in millions)"
2019-12-01,"Canada",3.17,0.0317,"UnMort_total","Interest rate (percentage)"
2019-12-01,"Canada",1690,1.69e+09,"UnMort_var","Dollars (in millions)"
2019-12-01,"Canada",3.76,0.0376,"UnMort_var","Interest rate (percentage)"
2019-12-01,"Canada",1173,1.173e+09,"UnMort_fix0_1","Dollars (in millions)"
2019-12-01,"Canada",5.09,0.0509,"UnMort_fix0_1","Interest rate (percentage)"
2019-12-01,"Canada",3876,3.876e+09,"UnMort_fix1_3","Dollars (in millions)"
2019-12-01,"Canada",3.45,0.0345,"UnMort_fix1_3","Interest rate (percentage)"
2019-12-01,"Canada",6760,6.76e+09,"UnMort_fix3_5","Dollars (in millions)"
2019-12-01,"Canada",2.93,0.0293,"UnMort_fix3_5","Interest rate (percentage)"
2019-12-01,"Canada",11781,1.1781e+10,"UnMort_fix5","Dollars (in millions)"
2019-12-01,"Canada",2.94,0.0294,"UnMort_fix5","Interest rate (percentage)"
2019-12-01,"Canada",17689,1.7689e+10,"Credit_rate","Dollars (in millions)"
2019-12-01,"Canada",6.12,0.0612,"Credit_rate","Interest rate (percentage)"
2020-01-01,"Canada",7572,7.572e+09,"InMort_total","Dollars (in millions)"
2020-01-01,"Canada",3.24,0.0324,"InMort_total","Interest rate (percentage)"
2020-01-01,"Canada",366,3.66e+08,"InMort_var","Dollars (in millions)"
2020-01-01,"Canada",3.91,0.0391,"InMort_var","Interest rate (percentage)"
2020-01-01,"Canada",662,6.62e+08,"InMort_fix0_1","Dollars (in millions)"
2020-01-01,"Canada",5.4,0.054,"InMort_fix0_1","Interest rate (percentage)"
2020-01-01,"Canada",925,9.25e+08,"InMort_fix1_3","Dollars (in millions)"
2020-01-01,"Canada",3.4,0.034,"InMort_fix1_3","Interest rate (percentage)"
2020-01-01,"Canada",1685,1.685e+09,"InMort_fix3_5","Dollars (in millions)"
2020-01-01,"Canada",2.92,0.0292,"InMort_fix3_5","Interest rate (percentage)"
2020-01-01,"Canada",3934,3.934e+09,"InMort_fix5","Dollars (in millions)"
2020-01-01,"Canada",2.91,0.0291,"InMort_fix5","Interest rate (percentage)"
2020-01-01,"Canada",23105,2.3105e+10,"UnMort_total","Dollars (in millions)"
2020-01-01,"Canada",3.2,0.032,"UnMort_total","Interest rate (percentage)"
2020-01-01,"Canada",1738,1.738e+09,"UnMort_var","Dollars (in millions)"
2020-01-01,"Canada",3.67,0.0367,"UnMort_var","Interest rate (percentage)"
2020-01-01,"Canada",1132,1.132e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-01-01,"Canada",5.11,0.0511,"UnMort_fix0_1","Interest rate (percentage)"
2020-01-01,"Canada",3623,3.623e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-01-01,"Canada",3.42,0.0342,"UnMort_fix1_3","Interest rate (percentage)"
2020-01-01,"Canada",6524,6.524e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-01-01,"Canada",2.96,0.0296,"UnMort_fix3_5","Interest rate (percentage)"
2020-01-01,"Canada",10086,1.0086e+10,"UnMort_fix5","Dollars (in millions)"
2020-01-01,"Canada",2.97,0.0297,"UnMort_fix5","Interest rate (percentage)"
2020-01-01,"Canada",16494,1.6494e+10,"Credit_rate","Dollars (in millions)"
2020-01-01,"Canada",6.28,0.0628,"Credit_rate","Interest rate (percentage)"
2020-02-01,"Canada",7970,7.97e+09,"InMort_total","Dollars (in millions)"
2020-02-01,"Canada",3.19,0.0319,"InMort_total","Interest rate (percentage)"
2020-02-01,"Canada",422,4.22e+08,"InMort_var","Dollars (in millions)"
2020-02-01,"Canada",3.93,0.0393,"InMort_var","Interest rate (percentage)"
2020-02-01,"Canada",606,6.06e+08,"InMort_fix0_1","Dollars (in millions)"
2020-02-01,"Canada",5.31,0.0531,"InMort_fix0_1","Interest rate (percentage)"
2020-02-01,"Canada",1090,1.09e+09,"InMort_fix1_3","Dollars (in millions)"
2020-02-01,"Canada",3.36,0.0336,"InMort_fix1_3","Interest rate (percentage)"
2020-02-01,"Canada",1698,1.698e+09,"InMort_fix3_5","Dollars (in millions)"
2020-02-01,"Canada",2.89,0.0289,"InMort_fix3_5","Interest rate (percentage)"
2020-02-01,"Canada",4154,4.154e+09,"InMort_fix5","Dollars (in millions)"
2020-02-01,"Canada",2.9,0.029,"InMort_fix5","Interest rate (percentage)"
2020-02-01,"Canada",22361,2.2361e+10,"UnMort_total","Dollars (in millions)"
2020-02-01,"Canada",3.18,0.0318,"UnMort_total","Interest rate (percentage)"
2020-02-01,"Canada",1836,1.836e+09,"UnMort_var","Dollars (in millions)"
2020-02-01,"Canada",3.7,0.037,"UnMort_var","Interest rate (percentage)"
2020-02-01,"Canada",1056,1.056e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-02-01,"Canada",5.02,0.0502,"UnMort_fix0_1","Interest rate (percentage)"
2020-02-01,"Canada",3810,3.81e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-02-01,"Canada",3.36,0.0336,"UnMort_fix1_3","Interest rate (percentage)"
2020-02-01,"Canada",6098,6.098e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-02-01,"Canada",2.93,0.0293,"UnMort_fix3_5","Interest rate (percentage)"
2020-02-01,"Canada",9560,9.56e+09,"UnMort_fix5","Dollars (in millions)"
2020-02-01,"Canada",2.96,0.0296,"UnMort_fix5","Interest rate (percentage)"
2020-02-01,"Canada",16512,1.6512e+10,"Credit_rate","Dollars (in millions)"
2020-02-01,"Canada",6.12,0.0612,"Credit_rate","Interest rate (percentage)"
2020-03-01,"Canada",9483,9.483e+09,"InMort_total","Dollars (in millions)"
2020-03-01,"Canada",3.03,0.0303,"InMort_total","Interest rate (percentage)"
2020-03-01,"Canada",775,7.75e+08,"InMort_var","Dollars (in millions)"
2020-03-01,"Canada",2.64,0.0264,"InMort_var","Interest rate (percentage)"
2020-03-01,"Canada",773,7.73e+08,"InMort_fix0_1","Dollars (in millions)"
2020-03-01,"Canada",5.82,0.0582,"InMort_fix0_1","Interest rate (percentage)"
2020-03-01,"Canada",905,9.05e+08,"InMort_fix1_3","Dollars (in millions)"
2020-03-01,"Canada",3.39,0.0339,"InMort_fix1_3","Interest rate (percentage)"
2020-03-01,"Canada",2043,2.043e+09,"InMort_fix3_5","Dollars (in millions)"
2020-03-01,"Canada",2.72,0.0272,"InMort_fix3_5","Interest rate (percentage)"
2020-03-01,"Canada",4987,4.987e+09,"InMort_fix5","Dollars (in millions)"
2020-03-01,"Canada",2.71,0.0271,"InMort_fix5","Interest rate (percentage)"
2020-03-01,"Canada",26327,2.6327e+10,"UnMort_total","Dollars (in millions)"
2020-03-01,"Canada",2.89,0.0289,"UnMort_total","Interest rate (percentage)"
2020-03-01,"Canada",4506,4.506e+09,"UnMort_var","Dollars (in millions)"
2020-03-01,"Canada",2.19,0.0219,"UnMort_var","Interest rate (percentage)"
2020-03-01,"Canada",1294,1.294e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-03-01,"Canada",5.48,0.0548,"UnMort_fix0_1","Interest rate (percentage)"
2020-03-01,"Canada",3245,3.245e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-03-01,"Canada",3.41,0.0341,"UnMort_fix1_3","Interest rate (percentage)"
2020-03-01,"Canada",6297,6.297e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-03-01,"Canada",2.78,0.0278,"UnMort_fix3_5","Interest rate (percentage)"
2020-03-01,"Canada",10986,1.0986e+10,"UnMort_fix5","Dollars (in millions)"
2020-03-01,"Canada",2.78,0.0278,"UnMort_fix5","Interest rate (percentage)"
2020-03-01,"Canada",20268,2.0268e+10,"Credit_rate","Dollars (in millions)"
2020-03-01,"Canada",4.8,0.048,"Credit_rate","Interest rate (percentage)"
2020-04-01,"Canada",11703,1.1703e+10,"InMort_total","Dollars (in millions)"
2020-04-01,"Canada",2.85,0.0285,"InMort_total","Interest rate (percentage)"
2020-04-01,"Canada",1621,1.621e+09,"InMort_var","Dollars (in millions)"
2020-04-01,"Canada",2.31,0.0231,"InMort_var","Interest rate (percentage)"
2020-04-01,"Canada",782,7.82e+08,"InMort_fix0_1","Dollars (in millions)"
2020-04-01,"Canada",5.48,0.0548,"InMort_fix0_1","Interest rate (percentage)"
2020-04-01,"Canada",1083,1.083e+09,"InMort_fix1_3","Dollars (in millions)"
2020-04-01,"Canada",3.2,0.032,"InMort_fix1_3","Interest rate (percentage)"
2020-04-01,"Canada",2046,2.046e+09,"InMort_fix3_5","Dollars (in millions)"
2020-04-01,"Canada",2.68,0.0268,"InMort_fix3_5","Interest rate (percentage)"
2020-04-01,"Canada",6172,6.172e+09,"InMort_fix5","Dollars (in millions)"
2020-04-01,"Canada",2.65,0.0265,"InMort_fix5","Interest rate (percentage)"
2020-04-01,"Canada",29576,2.9576e+10,"UnMort_total","Dollars (in millions)"
2020-04-01,"Canada",2.71,0.0271,"UnMort_total","Interest rate (percentage)"
2020-04-01,"Canada",8081,8.081e+09,"UnMort_var","Dollars (in millions)"
2020-04-01,"Canada",2.14,0.0214,"UnMort_var","Interest rate (percentage)"
2020-04-01,"Canada",1146,1.146e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-04-01,"Canada",5.1,0.051,"UnMort_fix0_1","Interest rate (percentage)"
2020-04-01,"Canada",3267,3.267e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-04-01,"Canada",3.32,0.0332,"UnMort_fix1_3","Interest rate (percentage)"
2020-04-01,"Canada",5623,5.623e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-04-01,"Canada",2.72,0.0272,"UnMort_fix3_5","Interest rate (percentage)"
2020-04-01,"Canada",11459,1.1459e+10,"UnMort_fix5","Dollars (in millions)"
2020-04-01,"Canada",2.71,0.0271,"UnMort_fix5","Interest rate (percentage)"
2020-04-01,"Canada",14094,1.4094e+10,"Credit_rate","Dollars (in millions)"
2020-04-01,"Canada",4.64,0.0464,"Credit_rate","Interest rate (percentage)"
2020-05-01,"Canada",11741,1.1741e+10,"InMort_total","Dollars (in millions)"
2020-05-01,"Canada",2.78,0.0278,"InMort_total","Interest rate (percentage)"
2020-05-01,"Canada",1761,1.761e+09,"InMort_var","Dollars (in millions)"
2020-05-01,"Canada",2.47,0.0247,"InMort_var","Interest rate (percentage)"
2020-05-01,"Canada",681,6.81e+08,"InMort_fix0_1","Dollars (in millions)"
2020-05-01,"Canada",5.29,0.0529,"InMort_fix0_1","Interest rate (percentage)"
2020-05-01,"Canada",1068,1.068e+09,"InMort_fix1_3","Dollars (in millions)"
2020-05-01,"Canada",2.98,0.0298,"InMort_fix1_3","Interest rate (percentage)"
2020-05-01,"Canada",2001,2.001e+09,"InMort_fix3_5","Dollars (in millions)"
2020-05-01,"Canada",2.62,0.0262,"InMort_fix3_5","Interest rate (percentage)"
2020-05-01,"Canada",6230,6.23e+09,"InMort_fix5","Dollars (in millions)"
2020-05-01,"Canada",2.62,0.0262,"InMort_fix5","Interest rate (percentage)"
2020-05-01,"Canada",28143,2.8143e+10,"UnMort_total","Dollars (in millions)"
2020-05-01,"Canada",2.72,0.0272,"UnMort_total","Interest rate (percentage)"
2020-05-01,"Canada",8034,8.034e+09,"UnMort_var","Dollars (in millions)"
2020-05-01,"Canada",2.32,0.0232,"UnMort_var","Interest rate (percentage)"
2020-05-01,"Canada",1009,1.009e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-05-01,"Canada",5,0.05,"UnMort_fix0_1","Interest rate (percentage)"
2020-05-01,"Canada",3364,3.364e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-05-01,"Canada",3.19,0.0319,"UnMort_fix1_3","Interest rate (percentage)"
2020-05-01,"Canada",5220,5.22e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-05-01,"Canada",2.67,0.0267,"UnMort_fix3_5","Interest rate (percentage)"
2020-05-01,"Canada",10516,1.0516e+10,"UnMort_fix5","Dollars (in millions)"
2020-05-01,"Canada",2.68,0.0268,"UnMort_fix5","Interest rate (percentage)"
2020-05-01,"Canada",14697,1.4697e+10,"Credit_rate","Dollars (in millions)"
2020-05-01,"Canada",4.56,0.0456,"Credit_rate","Interest rate (percentage)"
2020-06-01,"Canada",13555,1.3555e+10,"InMort_total","Dollars (in millions)"
2020-06-01,"Canada",2.68,0.0268,"InMort_total","Interest rate (percentage)"
2020-06-01,"Canada",1856,1.856e+09,"InMort_var","Dollars (in millions)"
2020-06-01,"Canada",2.43,0.0243,"InMort_var","Interest rate (percentage)"
2020-06-01,"Canada",723,7.23e+08,"InMort_fix0_1","Dollars (in millions)"
2020-06-01,"Canada",5.37,0.0537,"InMort_fix0_1","Interest rate (percentage)"
2020-06-01,"Canada",1058,1.058e+09,"InMort_fix1_3","Dollars (in millions)"
2020-06-01,"Canada",2.92,0.0292,"InMort_fix1_3","Interest rate (percentage)"
2020-06-01,"Canada",1917,1.917e+09,"InMort_fix3_5","Dollars (in millions)"
2020-06-01,"Canada",2.53,0.0253,"InMort_fix3_5","Interest rate (percentage)"
2020-06-01,"Canada",8001,8.001e+09,"InMort_fix5","Dollars (in millions)"
2020-06-01,"Canada",2.5,0.025,"InMort_fix5","Interest rate (percentage)"
2020-06-01,"Canada",29636,2.9636e+10,"UnMort_total","Dollars (in millions)"
2020-06-01,"Canada",2.66,0.0266,"UnMort_total","Interest rate (percentage)"
2020-06-01,"Canada",8469,8.469e+09,"UnMort_var","Dollars (in millions)"
2020-06-01,"Canada",2.31,0.0231,"UnMort_var","Interest rate (percentage)"
2020-06-01,"Canada",1018,1.018e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-06-01,"Canada",4.94,0.0494,"UnMort_fix0_1","Interest rate (percentage)"
2020-06-01,"Canada",3305,3.305e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-06-01,"Canada",3.18,0.0318,"UnMort_fix1_3","Interest rate (percentage)"
2020-06-01,"Canada",5427,5.427e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-06-01,"Canada",2.6,0.026,"UnMort_fix3_5","Interest rate (percentage)"
2020-06-01,"Canada",11417,1.1417e+10,"UnMort_fix5","Dollars (in millions)"
2020-06-01,"Canada",2.6,0.026,"UnMort_fix5","Interest rate (percentage)"
2020-06-01,"Canada",18338,1.8338e+10,"Credit_rate","Dollars (in millions)"
2020-06-01,"Canada",4.51,0.0451,"Credit_rate","Interest rate (percentage)"
2020-07-01,"Canada",13098,1.3098e+10,"InMort_total","Dollars (in millions)"
2020-07-01,"Canada",2.57,0.0257,"InMort_total","Interest rate (percentage)"
2020-07-01,"Canada",2014,2.014e+09,"InMort_var","Dollars (in millions)"
2020-07-01,"Canada",2.34,0.0234,"InMort_var","Interest rate (percentage)"
2020-07-01,"Canada",748,7.48e+08,"InMort_fix0_1","Dollars (in millions)"
2020-07-01,"Canada",5.38,0.0538,"InMort_fix0_1","Interest rate (percentage)"
2020-07-01,"Canada",912,9.12e+08,"InMort_fix1_3","Dollars (in millions)"
2020-07-01,"Canada",2.89,0.0289,"InMort_fix1_3","Interest rate (percentage)"
2020-07-01,"Canada",1910,1.91e+09,"InMort_fix3_5","Dollars (in millions)"
2020-07-01,"Canada",2.42,0.0242,"InMort_fix3_5","Interest rate (percentage)"
2020-07-01,"Canada",7515,7.515e+09,"InMort_fix5","Dollars (in millions)"
2020-07-01,"Canada",2.36,0.0236,"InMort_fix5","Interest rate (percentage)"
2020-07-01,"Canada",31354,3.1354e+10,"UnMort_total","Dollars (in millions)"
2020-07-01,"Canada",2.55,0.0255,"UnMort_total","Interest rate (percentage)"
2020-07-01,"Canada",9248,9.248e+09,"UnMort_var","Dollars (in millions)"
2020-07-01,"Canada",2.24,0.0224,"UnMort_var","Interest rate (percentage)"
2020-07-01,"Canada",1057,1.057e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-07-01,"Canada",4.96,0.0496,"UnMort_fix0_1","Interest rate (percentage)"
2020-07-01,"Canada",3206,3.206e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-07-01,"Canada",3.1,0.031,"UnMort_fix1_3","Interest rate (percentage)"
2020-07-01,"Canada",5392,5.392e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-07-01,"Canada",2.48,0.0248,"UnMort_fix3_5","Interest rate (percentage)"
2020-07-01,"Canada",12451,1.2451e+10,"UnMort_fix5","Dollars (in millions)"
2020-07-01,"Canada",2.46,0.0246,"UnMort_fix5","Interest rate (percentage)"
2020-07-01,"Canada",19415,1.9415e+10,"Credit_rate","Dollars (in millions)"
2020-07-01,"Canada",4.45,0.0445,"Credit_rate","Interest rate (percentage)"
2020-08-01,"Canada",13348,1.3348e+10,"InMort_total","Dollars (in millions)"
2020-08-01,"Canada",2.4,0.024,"InMort_total","Interest rate (percentage)"
2020-08-01,"Canada",2132,2.132e+09,"InMort_var","Dollars (in millions)"
2020-08-01,"Canada",2.22,0.0222,"InMort_var","Interest rate (percentage)"
2020-08-01,"Canada",663,6.63e+08,"InMort_fix0_1","Dollars (in millions)"
2020-08-01,"Canada",5.37,0.0537,"InMort_fix0_1","Interest rate (percentage)"
2020-08-01,"Canada",894,8.94e+08,"InMort_fix1_3","Dollars (in millions)"
2020-08-01,"Canada",2.85,0.0285,"InMort_fix1_3","Interest rate (percentage)"
2020-08-01,"Canada",1740,1.74e+09,"InMort_fix3_5","Dollars (in millions)"
2020-08-01,"Canada",2.25,0.0225,"InMort_fix3_5","Interest rate (percentage)"
2020-08-01,"Canada",7920,7.92e+09,"InMort_fix5","Dollars (in millions)"
2020-08-01,"Canada",2.18,0.0218,"InMort_fix5","Interest rate (percentage)"
2020-08-01,"Canada",32834,3.2834e+10,"UnMort_total","Dollars (in millions)"
2020-08-01,"Canada",2.4,0.024,"UnMort_total","Interest rate (percentage)"
2020-08-01,"Canada",9730,9.73e+09,"UnMort_var","Dollars (in millions)"
2020-08-01,"Canada",2.14,0.0214,"UnMort_var","Interest rate (percentage)"
2020-08-01,"Canada",1086,1.086e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-08-01,"Canada",4.97,0.0497,"UnMort_fix0_1","Interest rate (percentage)"
2020-08-01,"Canada",3021,3.021e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-08-01,"Canada",3.07,0.0307,"UnMort_fix1_3","Interest rate (percentage)"
2020-08-01,"Canada",5188,5.188e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-08-01,"Canada",2.33,0.0233,"UnMort_fix3_5","Interest rate (percentage)"
2020-08-01,"Canada",13809,1.3809e+10,"UnMort_fix5","Dollars (in millions)"
2020-08-01,"Canada",2.26,0.0226,"UnMort_fix5","Interest rate (percentage)"
2020-08-01,"Canada",19827,1.9827e+10,"Credit_rate","Dollars (in millions)"
2020-08-01,"Canada",4.41,0.0441,"Credit_rate","Interest rate (percentage)"
2020-09-01,"Canada",13421,1.3421e+10,"InMort_total","Dollars (in millions)"
2020-09-01,"Canada",2.3,0.023,"InMort_total","Interest rate (percentage)"
2020-09-01,"Canada",2025,2.025e+09,"InMort_var","Dollars (in millions)"
2020-09-01,"Canada",2.16,0.0216,"InMort_var","Interest rate (percentage)"
2020-09-01,"Canada",651,6.51e+08,"InMort_fix0_1","Dollars (in millions)"
2020-09-01,"Canada",5.24,0.0524,"InMort_fix0_1","Interest rate (percentage)"
2020-09-01,"Canada",801,8.01e+08,"InMort_fix1_3","Dollars (in millions)"
2020-09-01,"Canada",2.82,0.0282,"InMort_fix1_3","Interest rate (percentage)"
2020-09-01,"Canada",1862,1.862e+09,"InMort_fix3_5","Dollars (in millions)"
2020-09-01,"Canada",2.12,0.0212,"InMort_fix3_5","Interest rate (percentage)"
2020-09-01,"Canada",8082,8.082e+09,"InMort_fix5","Dollars (in millions)"
2020-09-01,"Canada",2.09,0.0209,"InMort_fix5","Interest rate (percentage)"
2020-09-01,"Canada",36920,3.692e+10,"UnMort_total","Dollars (in millions)"
2020-09-01,"Canada",2.29,0.0229,"UnMort_total","Interest rate (percentage)"
2020-09-01,"Canada",9875,9.875e+09,"UnMort_var","Dollars (in millions)"
2020-09-01,"Canada",2.06,0.0206,"UnMort_var","Interest rate (percentage)"
2020-09-01,"Canada",1105,1.105e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-09-01,"Canada",4.94,0.0494,"UnMort_fix0_1","Interest rate (percentage)"
2020-09-01,"Canada",3079,3.079e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-09-01,"Canada",3.02,0.0302,"UnMort_fix1_3","Interest rate (percentage)"
2020-09-01,"Canada",6277,6.277e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-09-01,"Canada",2.18,0.0218,"UnMort_fix3_5","Interest rate (percentage)"
2020-09-01,"Canada",16584,1.6584e+10,"UnMort_fix5","Dollars (in millions)"
2020-09-01,"Canada",2.16,0.0216,"UnMort_fix5","Interest rate (percentage)"
2020-09-01,"Canada",21670,2.167e+10,"Credit_rate","Dollars (in millions)"
2020-09-01,"Canada",4.3,0.043,"Credit_rate","Interest rate (percentage)"
2020-10-01,"Canada",13423,1.3423e+10,"InMort_total","Dollars (in millions)"
2020-10-01,"Canada",2.2,0.022,"InMort_total","Interest rate (percentage)"
2020-10-01,"Canada",1827,1.827e+09,"InMort_var","Dollars (in millions)"
2020-10-01,"Canada",2.1,0.021,"InMort_var","Interest rate (percentage)"
2020-10-01,"Canada",646,6.46e+08,"InMort_fix0_1","Dollars (in millions)"
2020-10-01,"Canada",5.11,0.0511,"InMort_fix0_1","Interest rate (percentage)"
2020-10-01,"Canada",767,7.67e+08,"InMort_fix1_3","Dollars (in millions)"
2020-10-01,"Canada",2.75,0.0275,"InMort_fix1_3","Interest rate (percentage)"
2020-10-01,"Canada",1955,1.955e+09,"InMort_fix3_5","Dollars (in millions)"
2020-10-01,"Canada",2,0.02,"InMort_fix3_5","Interest rate (percentage)"
2020-10-01,"Canada",8229,8.229e+09,"InMort_fix5","Dollars (in millions)"
2020-10-01,"Canada",1.99,0.0199,"InMort_fix5","Interest rate (percentage)"
2020-10-01,"Canada",39439,3.9439e+10,"UnMort_total","Dollars (in millions)"
2020-10-01,"Canada",2.2,0.022,"UnMort_total","Interest rate (percentage)"
2020-10-01,"Canada",10345,1.0345e+10,"UnMort_var","Dollars (in millions)"
2020-10-01,"Canada",2,0.02,"UnMort_var","Interest rate (percentage)"
2020-10-01,"Canada",1097,1.097e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-10-01,"Canada",4.81,0.0481,"UnMort_fix0_1","Interest rate (percentage)"
2020-10-01,"Canada",3171,3.171e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-10-01,"Canada",2.98,0.0298,"UnMort_fix1_3","Interest rate (percentage)"
2020-10-01,"Canada",7228,7.228e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-10-01,"Canada",2.07,0.0207,"UnMort_fix3_5","Interest rate (percentage)"
2020-10-01,"Canada",17598,1.7598e+10,"UnMort_fix5","Dollars (in millions)"
2020-10-01,"Canada",2.05,0.0205,"UnMort_fix5","Interest rate (percentage)"
2020-10-01,"Canada",20635,2.0635e+10,"Credit_rate","Dollars (in millions)"
2020-10-01,"Canada",4.32,0.0432,"Credit_rate","Interest rate (percentage)"
2020-11-01,"Canada",11964,1.1964e+10,"InMort_total","Dollars (in millions)"
2020-11-01,"Canada",2.18,0.0218,"InMort_total","Interest rate (percentage)"
2020-11-01,"Canada",1521,1.521e+09,"InMort_var","Dollars (in millions)"
2020-11-01,"Canada",2.07,0.0207,"InMort_var","Interest rate (percentage)"
2020-11-01,"Canada",571,5.71e+08,"InMort_fix0_1","Dollars (in millions)"
2020-11-01,"Canada",5.46,0.0546,"InMort_fix0_1","Interest rate (percentage)"
2020-11-01,"Canada",624,6.24e+08,"InMort_fix1_3","Dollars (in millions)"
2020-11-01,"Canada",2.76,0.0276,"InMort_fix1_3","Interest rate (percentage)"
2020-11-01,"Canada",2070,2.07e+09,"InMort_fix3_5","Dollars (in millions)"
2020-11-01,"Canada",1.93,0.0193,"InMort_fix3_5","Interest rate (percentage)"
2020-11-01,"Canada",7179,7.179e+09,"InMort_fix5","Dollars (in millions)"
2020-11-01,"Canada",1.96,0.0196,"InMort_fix5","Interest rate (percentage)"
2020-11-01,"Canada",37430,3.743e+10,"UnMort_total","Dollars (in millions)"
2020-11-01,"Canada",2.17,0.0217,"UnMort_total","Interest rate (percentage)"
2020-11-01,"Canada",9719,9.719e+09,"UnMort_var","Dollars (in millions)"
2020-11-01,"Canada",1.96,0.0196,"UnMort_var","Interest rate (percentage)"
2020-11-01,"Canada",1101,1.101e+09,"UnMort_fix0_1","Dollars (in millions)"
2020-11-01,"Canada",5.01,0.0501,"UnMort_fix0_1","Interest rate (percentage)"
2020-11-01,"Canada",2981,2.981e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-11-01,"Canada",3,0.03,"UnMort_fix1_3","Interest rate (percentage)"
2020-11-01,"Canada",7346,7.346e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-11-01,"Canada",2.04,0.0204,"UnMort_fix3_5","Interest rate (percentage)"
2020-11-01,"Canada",16283,1.6283e+10,"UnMort_fix5","Dollars (in millions)"
2020-11-01,"Canada",2.01,0.0201,"UnMort_fix5","Interest rate (percentage)"
2020-11-01,"Canada",20132,2.0132e+10,"Credit_rate","Dollars (in millions)"
2020-11-01,"Canada",4.43,0.0443,"Credit_rate","Interest rate (percentage)"
2020-12-01,"Canada",10544,1.0544e+10,"InMort_total","Dollars (in millions)"
2020-12-01,"Canada",2.16,0.0216,"InMort_total","Interest rate (percentage)"
2020-12-01,"Canada",1378,1.378e+09,"InMort_var","Dollars (in millions)"
2020-12-01,"Canada",1.98,0.0198,"InMort_var","Interest rate (percentage)"
2020-12-01,"Canada",528,5.28e+08,"InMort_fix0_1","Dollars (in millions)"
2020-12-01,"Canada",5.5,0.055,"InMort_fix0_1","Interest rate (percentage)"
2020-12-01,"Canada",528,5.28e+08,"InMort_fix1_3","Dollars (in millions)"
2020-12-01,"Canada",2.77,0.0277,"InMort_fix1_3","Interest rate (percentage)"
2020-12-01,"Canada",2159,2.159e+09,"InMort_fix3_5","Dollars (in millions)"
2020-12-01,"Canada",1.88,0.0188,"InMort_fix3_5","Interest rate (percentage)"
2020-12-01,"Canada",5953,5.953e+09,"InMort_fix5","Dollars (in millions)"
2020-12-01,"Canada",1.94,0.0194,"InMort_fix5","Interest rate (percentage)"
2020-12-01,"Canada",37085,3.7085e+10,"UnMort_total","Dollars (in millions)"
2020-12-01,"Canada",2.08,0.0208,"UnMort_total","Interest rate (percentage)"
2020-12-01,"Canada",10096,1.0096e+10,"UnMort_var","Dollars (in millions)"
2020-12-01,"Canada",1.87,0.0187,"UnMort_var","Interest rate (percentage)"
2020-12-01,"Canada",934,9.34e+08,"UnMort_fix0_1","Dollars (in millions)"
2020-12-01,"Canada",4.96,0.0496,"UnMort_fix0_1","Interest rate (percentage)"
2020-12-01,"Canada",2652,2.652e+09,"UnMort_fix1_3","Dollars (in millions)"
2020-12-01,"Canada",2.99,0.0299,"UnMort_fix1_3","Interest rate (percentage)"
2020-12-01,"Canada",8168,8.168e+09,"UnMort_fix3_5","Dollars (in millions)"
2020-12-01,"Canada",1.94,0.0194,"UnMort_fix3_5","Interest rate (percentage)"
2020-12-01,"Canada",15236,1.5236e+10,"UnMort_fix5","Dollars (in millions)"
