"GEO","Date","Age0_17","Age18_64","Age65_over"
"Toronto",2020-08-01,1227145,4029837,937572
"Toronto",2020-09-01,1223113,4015607,934699
"Toronto",2020-10-01,1218804,3999664,931484
"Toronto",2020-11-01,1214210,3981952,927915
"Toronto",2020-12-01,1209322,3962417,923985
"Toronto",2021-01-01,1204134,3941001,919682
"Toronto",2021-02-01,1198635,3917650,914999
"Toronto",2021-03-01,1192819,3892308,909924
"Toronto",2021-04-01,1186678,3864918,904448
"Toronto",2021-05-01,1180203,3835427,898563
"Toronto",2021-06-01,1173387,3803776,892257
"Toronto",2021-07-01,1166221,3769912,885522
"Toronto",2021-08-01,1158697,3733779,878348
"Toronto",2021-09-01,1150808,3695320,870725
"Toronto",2021-10-01,1142545,3654480,862644
"Toronto",2021-11-01,1133901,3611203,854096
"Toronto",2021-12-01,1124866,3565434,845070
"Vancouver",2013-01-01,434529,1532969,335709
"Vancouver",2013-02-01,433711,1534883,337108
"Vancouver",2013-03-01,432999,1536735,338491
"Vancouver",2013-04-01,432388,1538528,339858
"Vancouver",2013-05-01,431874,1540265,341210
"Vancouver",2013-06-01,431453,1541948,342547
"Vancouver",2013-07-01,431120,1543580,343870
"Vancouver",2013-08-01,430871,1545163,345179
"Vancouver",2013-09-01,430703,1546701,346474
"Vancouver",2013-10-01,430609,1548195,347755
"Vancouver",2013-11-01,430587,1549649,349024
"Vancouver",2013-12-01,430632,1551064,350281
"Vancouver",2014-01-01,430740,1552444,351525
"Vancouver",2014-02-01,430906,1553792,352758
"Vancouver",2014-03-01,431126,1555109,353979
"Vancouver",2014-04-01,431396,1556399,355190
"Vancouver",2014-05-01,431711,1557664,356390
"Vancouver",2014-06-01,432067,1558907,357580
"Vancouver",2014-07-01,432460,1560130,358760
"Vancouver",2014-08-01,432885,1561336,359931
"Vancouver",2014-09-01,433337,1562530,361093
"Vancouver",2014-10-01,433809,1563714,362246
"Vancouver",2014-11-01,434295,1564894,363390
"Vancouver",2014-12-01,434789,1566073,364526
"Vancouver",2015-01-01,435286,1567255,365653
"Vancouver",2015-02-01,435778,1568444,366772
"Vancouver",2015-03-01,436259,1569645,367883
"Vancouver",2015-04-01,436724,1570860,368986
"Vancouver",2015-05-01,437167,1572095,370082
"Vancouver",2015-06-01,437581,1573354,371170
"Vancouver",2015-07-01,437960,1574640,372250
"Vancouver",2015-08-01,438300,1575956,373323
"Vancouver",2015-09-01,438601,1577301,374391
"Vancouver",2015-10-01,438868,1578671,375454
"Vancouver",2015-11-01,439103,1580064,376514
"Vancouver",2015-12-01,439309,1581476,377571
"Vancouver",2016-01-01,439489,1582904,378628
"Vancouver",2016-02-01,439646,1584346,379686
"Vancouver",2016-03-01,439783,1585798,380746
"Vancouver",2016-04-01,439902,1587257,381809
"Vancouver",2016-05-01,440008,1588721,382876
"Vancouver",2016-06-01,440103,1590186,383950
"Vancouver",2016-07-01,440190,1591650,385030
"Vancouver",2016-08-01,440272,1593112,386119
"Vancouver",2016-09-01,440350,1594587,387217
"Vancouver",2016-10-01,440427,1596093,388326
"Vancouver",2016-11-01,440504,1597647,389446
"Vancouver",2016-12-01,440583,1599266,390579
"Vancouver",2017-01-01,440666,1600968,391725
"Vancouver",2017-02-01,440754,1602771,392886
"Vancouver",2017-03-01,440849,1604692,394062
"Vancouver",2017-04-01,440954,1606749,395254
"Vancouver",2017-05-01,441070,1608959,396464
"Vancouver",2017-06-01,441198,1611340,397692
"Vancouver",2017-07-01,441340,1613910,398940
"Vancouver",2017-08-01,441498,1616680,400207
"Vancouver",2017-09-01,441672,1619640,401492
"Vancouver",2017-10-01,441860,1622774,402792
"Vancouver",2017-11-01,442064,1626067,404104
"Vancouver",2017-12-01,442281,1629501,405425
"Vancouver",2018-01-01,442512,1633062,406753
"Vancouver",2018-02-01,442755,1636734,408084
"Vancouver",2018-03-01,443011,1640500,409416
"Vancouver",2018-04-01,443279,1644344,410747
"Vancouver",2018-05-01,443559,1648251,412073
"Vancouver",2018-06-01,443849,1652205,413392
"Vancouver",2018-07-01,444150,1656190,414700
"Vancouver",2018-08-01,444461,1660191,415996
"Vancouver",2018-09-01,444781,1664197,417277
"Vancouver",2018-10-01,445111,1668200,418540
"Vancouver",2018-11-01,445451,1672190,419785
"Vancouver",2018-12-01,445801,1676158,421009
"Vancouver",2019-01-01,446160,1680094,422210
"Vancouver",2019-02-01,446528,1683990,423386
"Vancouver",2019-03-01,446906,1687837,424535
"Vancouver",2019-04-01,447293,1691624,425655
"Vancouver",2019-05-01,447689,1695343,426744
"Vancouver",2019-06-01,448095,1698985,427799
"Vancouver",2019-07-01,448510,1702540,428820
"Vancouver",2019-08-01,448934,1705999,429803
"Vancouver",2019-09-01,449367,1709353,430748
"Vancouver",2019-10-01,449809,1712593,431651
"Vancouver",2019-11-01,450260,1715709,432511
"Vancouver",2019-12-01,450719,1718692,433326
"Vancouver",2020-01-01,451188,1721534,434093
"Vancouver",2020-02-01,451665,1724224,434811
"Vancouver",2020-03-01,452150,1726753,435478
"Vancouver",2020-04-01,452645,1729113,436092
"Vancouver",2020-05-01,453148,1731294,436650
"Vancouver",2020-06-01,453659,1733286,437151
"Vancouver",2020-07-01,454179,1735081,437593
"Vancouver",2020-08-01,454707,1736670,437974
"Vancouver",2020-09-01,455243,1738043,438291
"Vancouver",2020-10-01,455787,1739190,438542
"Vancouver",2020-11-01,456340,1740103,438726
"Vancouver",2020-12-01,456901,1740773,438841
"Vancouver",2021-01-01,457469,1741190,438884
"Vancouver",2021-02-01,458046,1741344,438854
"Vancouver",2021-03-01,458630,1741228,438748
"Vancouver",2021-04-01,459223,1740831,438565
"Vancouver",2021-05-01,459823,1740144,438302
"Vancouver",2021-06-01,460431,1739158,437958
"Vancouver",2021-07-01,461046,1737864,437530
"Vancouver",2021-08-01,461669,1736253,437016
"Vancouver",2021-09-01,462299,1734315,436415
"Vancouver",2021-10-01,462937,1732041,435724
"Vancouver",2021-11-01,463582,1729422,434941
"Vancouver",2021-12-01,464235,1726449,434065
"Victoria",2013-01-01,54763,209039,65813
"Victoria",2013-02-01,54752,209145,66033
"Victoria",2013-03-01,54749,209256,66258
"Victoria",2013-04-01,54753,209371,66489
"Victoria",2013-05-01,54765,209491,66725
"Victoria",2013-06-01,54784,209613,66965
"Victoria",2013-07-01,54810,209740,67210
"Victoria",2013-08-01,54842,209870,67459
"Victoria",2013-09-01,54881,210004,67711
"Victoria",2013-10-01,54925,210140,67967
"Victoria",2013-11-01,54975,210280,68226
"Victoria",2013-12-01,55030,210423,68487
"Victoria",2014-01-01,55090,210568,68752
"Victoria",2014-02-01,55155,210716,69018
"Victoria",2014-03-01,55224,210866,69286
"Victoria",2014-04-01,55298,211019,69555
"Victoria",2014-05-01,55375,211174,69826
"Victoria",2014-06-01,55456,211331,70098
"Victoria",2014-07-01,55540,211490,70370
"Victoria",2014-08-01,55627,211650,70642
"Victoria",2014-09-01,55717,211812,70914
"Victoria",2014-10-01,55809,211974,71185
"Victoria",2014-11-01,55904,212136,71455
"Victoria",2014-12-01,56000,212298,71722
"Victoria",2015-01-01,56098,212458,71986
"Victoria",2015-02-01,56197,212616,72246
"Victoria",2015-03-01,56297,212772,72502
"Victoria",2015-04-01,56397,212925,72753
"Victoria",2015-05-01,56498,213074,72998
"Victoria",2015-06-01,56599,213220,73238
"Victoria",2015-07-01,56700,213360,73470
"Victoria",2015-08-01,56800,213495,73695
"Victoria",2015-09-01,56900,213627,73914
"Victoria",2015-10-01,56998,213757,74127
"Victoria",2015-11-01,57095,213885,74335
"Victoria",2015-12-01,57191,214015,74540
"Victoria",2016-01-01,57284,214148,74743
"Victoria",2016-02-01,57376,214285,74945
"Victoria",2016-03-01,57465,214428,75146
"Victoria",2016-04-01,57551,214578,75348
"Victoria",2016-05-01,57634,214738,75552
"Victoria",2016-06-01,57714,214908,75759
"Victoria",2016-07-01,57790,215090,75970
"Victoria",2016-08-01,57862,215286,76186
"Victoria",2016-09-01,57931,215493,76406
"Victoria",2016-10-01,57997,215709,76630
"Victoria",2016-11-01,58060,215932,76859
"Victoria",2016-12-01,58120,216160,77091
"Victoria",2017-01-01,58178,216390,77326
"Victoria",2017-02-01,58235,216619,77564
"Victoria",2017-03-01,58290,216846,77805
"Victoria",2017-04-01,58343,217068,78049
"Victoria",2017-05-01,58396,217282,78294
"Victoria",2017-06-01,58448,217487,78541
"Victoria",2017-07-01,58500,217680,78790
"Victoria",2017-08-01,58552,217859,79040
"Victoria",2017-09-01,58604,218027,79290
"Victoria",2017-10-01,58657,218186,79540
"Victoria",2017-11-01,58709,218339,79791
"Victoria",2017-12-01,58762,218489,80041
"Victoria",2018-01-01,58815,218639,80290
"Victoria",2018-02-01,58869,218792,80538
"Victoria",2018-03-01,58922,218951,80785
"Victoria",2018-04-01,58976,219118,81030
"Victoria",2018-05-01,59031,219297,81273
"Victoria",2018-06-01,59085,219490,81513
"Victoria",2018-07-01,59140,219700,81750
"Victoria",2018-08-01,59195,219930,81984
"Victoria",2018-09-01,59251,220182,82214
"Victoria",2018-10-01,59307,220458,82441
"Victoria",2018-11-01,59364,220759,82663
"Victoria",2018-12-01,59422,221088,82880
"Victoria",2019-01-01,59480,221446,83092
"Victoria",2019-02-01,59539,221835,83299
"Victoria",2019-03-01,59599,222257,83500
"Victoria",2019-04-01,59660,222714,83695
"Victoria",2019-05-01,59722,223207,83884
"Victoria",2019-06-01,59785,223738,84065
"Victoria",2019-07-01,59850,224310,84240
"Victoria",2019-08-01,59916,224924,84407
"Victoria",2019-09-01,59983,225581,84566
"Victoria",2019-10-01,60052,226285,84717
"Victoria",2019-11-01,60122,227035,84860
"Victoria",2019-12-01,60194,227836,84993
"Victoria",2020-01-01,60268,228687,85117
"Victoria",2020-02-01,60344,229591,85232
"Victoria",2020-03-01,60421,230550,85337
"Victoria",2020-04-01,60501,231566,85431
"Victoria",2020-05-01,60582,232640,85514
"Victoria",2020-06-01,60666,233775,85587
"Victoria",2020-07-01,60752,234972,85648
"Victoria",2020-08-01,60840,236232,85698
"Victoria",2020-09-01,60930,237559,85735
"Victoria",2020-10-01,61024,238953,85760
"Victoria",2020-11-01,61119,240417,85772
"Victoria",2020-12-01,61217,241951,85771
"Victoria",2021-01-01,61318,243559,85756
"Victoria",2021-02-01,61422,245242,85727
"Victoria",2021-03-01,61529,247002,85685
"Victoria",2021-04-01,61638,248840,85627
"Victoria",2021-05-01,61751,250759,85555
"Victoria",2021-06-01,61866,252760,85468
"Victoria",2021-07-01,61985,254845,85364
"Victoria",2021-08-01,62107,257016,85245
"Victoria",2021-09-01,62233,259275,85110
"Victoria",2021-10-01,62362,261623,84958
"Victoria",2021-11-01,62494,264063,84788
"Victoria",2021-12-01,62630,266596,84602
"Windsor",2013-01-01,72874,201208,51013
"Windsor",2013-02-01,72687,201099,51170
"Windsor",2013-03-01,72517,201002,51326
"Windsor",2013-04-01,72363,200914,51480
"Windsor",2013-05-01,72224,200836,51634
"Windsor",2013-06-01,72100,200768,51788
"Windsor",2013-07-01,71990,200710,51940
"Windsor",2013-08-01,71894,200662,52092
"Windsor",2013-09-01,71811,200623,52243
"Windsor",2013-10-01,71741,200593,52393
"Windsor",2013-11-01,71684,200573,52543
"Windsor",2013-12-01,71638,200563,52693
"Windsor",2014-01-01,71603,200561,52842
"Windsor",2014-02-01,71579,200569,52991
"Windsor",2014-03-01,71565,200585,53139
"Windsor",2014-04-01,71560,200611,53287
"Windsor",2014-05-01,71565,200645,53435
"Windsor",2014-06-01,71579,200688,53582
"Windsor",2014-07-01,71600,200740,53730
"Windsor",2014-08-01,71629,200800,53877
"Windsor",2014-09-01,71665,200869,54025
"Windsor",2014-10-01,71707,200946,54172
"Windsor",2014-11-01,71755,201032,54319
"Windsor",2014-12-01,71807,201127,54466
"Windsor",2015-01-01,71864,201231,54612
"Windsor",2015-02-01,71925,201343,54758
"Windsor",2015-03-01,71988,201464,54903
"Windsor",2015-04-01,72054,201595,55048
"Windsor",2015-05-01,72122,201734,55193
"Windsor",2015-06-01,72191,201882,55337
"Windsor",2015-07-01,72260,202040,55480
"Windsor",2015-08-01,72329,202207,55623
"Windsor",2015-09-01,72398,202382,55765
"Windsor",2015-10-01,72467,202565,55908
"Windsor",2015-11-01,72535,202754,56051
"Windsor",2015-12-01,72603,202951,56195
"Windsor",2016-01-01,72671,203152,56342
"Windsor",2016-02-01,72738,203359,56490
"Windsor",2016-03-01,72805,203570,56641
"Windsor",2016-04-01,72872,203784,56795
"Windsor",2016-05-01,72938,204001,56952
"Windsor",2016-06-01,73004,204220,57114
"Windsor",2016-07-01,73070,204440,57280
"Windsor",2016-08-01,73135,204661,57451
"Windsor",2016-09-01,73198,204881,57625
"Windsor",2016-10-01,73256,205102,57800
"Windsor",2016-11-01,73309,205321,57975
"Windsor",2016-12-01,73354,205539,58147
"Windsor",2017-01-01,73390,205755,58316
"Windsor",2017-02-01,73414,205968,58478
"Windsor",2017-03-01,73425,206178,58633
"Windsor",2017-04-01,73421,206385,58779
"Windsor",2017-05-01,73400,206588,58913
"Windsor",2017-06-01,73360,206787,59034
"Windsor",2017-07-01,73300,206980,59140
"Windsor",2017-08-01,73218,207168,59230
"Windsor",2017-09-01,73117,207351,59305
"Windsor",2017-10-01,73000,207529,59368
"Windsor",2017-11-01,72869,207702,59420
"Windsor",2017-12-01,72728,207871,59463
"Windsor",2018-01-01,72580,208035,59499
"Windsor",2018-02-01,72427,208196,59530
"Windsor",2018-03-01,72273,208353,59558
"Windsor",2018-04-01,72120,208507,59585
"Windsor",2018-05-01,71971,208657,59613
"Windsor",2018-06-01,71830,208805,59644
"Windsor",2018-07-01,71700,208950,59680
"Windsor",2018-08-01,71583,209093,59723
"Windsor",2018-09-01,71481,209233,59773
"Windsor",2018-10-01,71397,209372,59833
"Windsor",2018-11-01,71332,209508,59904
"Windsor",2018-12-01,71289,209642,59986
"Windsor",2019-01-01,71270,209775,60081
"Windsor",2019-02-01,71276,209906,60190
"Windsor",2019-03-01,71309,210036,60315
"Windsor",2019-04-01,71373,210164,60456
"Windsor",2019-05-01,71467,210290,60614
"Windsor",2019-06-01,71596,210416,60792
"Windsor",2019-07-01,71760,210540,60990
"Windsor",2019-08-01,71962,210663,61209
"Windsor",2019-09-01,72203,210786,61451
"Windsor",2019-10-01,72487,210907,61717
"Windsor",2019-11-01,72814,211028,62007
"Windsor",2019-12-01,73186,211149,62324
"Windsor",2020-01-01,73607,211268,62668
"Windsor",2020-02-01,74077,211388,63041
"Windsor",2020-03-01,74600,211507,63444
"Windsor",2020-04-01,75176,211626,63878
"Windsor",2020-05-01,75807,211745,64344
"Windsor",2020-06-01,76497,211865,64843
"Windsor",2020-07-01,77247,211984,65377
"Windsor",2020-08-01,78059,212104,65947
"Windsor",2020-09-01,78934,212224,66554
"Windsor",2020-10-01,79876,212344,67200
"Windsor",2020-11-01,80885,212466,67885
"Windsor",2020-12-01,81965,212588,68610
"Windsor",2021-01-01,83116,212711,69378
"Windsor",2021-02-01,84342,212835,70189
"Windsor",2021-03-01,85643,212959,71044
"Windsor",2021-04-01,87023,213086,71944
"Windsor",2021-05-01,88483,213213,72892
"Windsor",2021-06-01,90025,213342,73887
"Windsor",2021-07-01,91651,213472,74932
"Windsor",2021-08-01,93363,213604,76027
"Windsor",2021-09-01,95163,213738,77173
"Windsor",2021-10-01,97054,213873,78373
"Windsor",2021-11-01,99037,214011,79626
"Windsor",2021-12-01,101114,214150,80935
