"Date","GEO","Compl_total","Compl_single","Compl_semi","Compl_row","Starts_total","Starts_single","Starts_semi","Starts_row","UC_total","UC_single","UC_semi","UC_row"
2013-01-01,"Calgary",525,385,32,108,673,441,90,142,5666,3339,876,1451
2013-01-01,"Edmonton",724,417,182,125,467,304,110,53,6058,3636,1448,974
2013-01-01,"Sudbury",27,27,0,0,7,1,2,4,213,140,36,37
2013-01-01,"Guelph",30,17,2,11,36,18,0,18,363,119,10,234
2013-01-01,"Hamilton",117,64,2,51,122,90,0,32,1486,682,48,756
2013-01-01,"Kelowna",64,41,2,21,54,33,12,9,620,420,70,130
2013-01-01,"Kitchener",78,55,2,21,77,45,0,32,532,226,24,282
2013-01-01,"London",88,86,2,0,62,46,2,14,576,390,12,174
2013-01-01,"Montreal",396,292,50,54,212,138,20,54,2726,1483,456,787
2013-01-01,"Oshawa",102,79,6,17,121,68,26,27,961,631,66,264
2013-01-01,"Ottawa",301,152,46,103,230,63,20,147,2614,1074,288,1252
2013-01-01,"Niagara",59,54,0,5,79,53,2,24,827,441,56,330
2013-01-01,"Toronto",1457,769,180,508,894,510,240,144,14801,8229,2077,4495
2013-01-01,"Vancouver",530,331,34,165,488,323,28,137,5592,3335,444,1813
2013-01-01,"Victoria",99,72,9,18,37,26,8,3,615,382,96,137
2013-01-01,"Windsor",58,47,8,3,13,13,0,0,307,174,32,101
2013-02-01,"Calgary",700,404,90,206,691,486,110,95,5657,3421,896,1340
2013-02-01,"Edmonton",633,410,180,43,735,395,152,188,6154,3619,1416,1119
2013-02-01,"Sudbury",6,6,0,0,0,0,0,0,207,134,36,37
2013-02-01,"Guelph",18,14,0,4,58,18,2,38,373,123,12,238
2013-02-01,"Hamilton",161,87,4,70,101,55,2,44,1425,649,46,730
2013-02-01,"Kelowna",63,51,0,12,49,33,8,8,606,402,78,126
2013-02-01,"Kitchener",52,36,0,16,60,45,4,11,540,235,28,277
2013-02-01,"London",92,86,6,0,57,47,2,8,541,351,8,182
2013-02-01,"Montreal",348,259,46,43,204,148,16,40,2620,1390,422,808
2013-02-01,"Oshawa",94,60,4,30,61,55,0,6,926,626,60,240
2013-02-01,"Ottawa",394,184,26,184,163,91,24,48,2386,984,286,1116
2013-02-01,"Niagara",76,57,4,15,54,37,0,17,805,421,52,332
2013-02-01,"Toronto",1117,682,234,201,842,602,126,114,14514,8147,1971,4396
2013-02-01,"Vancouver",524,307,20,197,579,279,42,258,6073,3732,466,1875
2013-02-01,"Victoria",71,62,9,0,43,39,4,0,587,359,91,137
2013-02-01,"Windsor",42,42,0,0,17,15,2,0,282,147,34,101
2013-03-01,"Calgary",612,432,72,108,762,500,140,122,5807,3489,964,1354
2013-03-01,"Edmonton",567,361,122,84,692,426,184,82,6276,3684,1478,1114
2013-03-01,"Sudbury",30,26,4,0,2,2,0,0,179,110,32,37
2013-03-01,"Guelph",21,15,0,6,7,5,2,0,359,113,14,232
2013-03-01,"Hamilton",99,73,6,20,156,54,2,100,1488,628,42,818
2013-03-01,"Kelowna",45,45,0,0,31,23,4,4,592,380,82,130
2013-03-01,"Kitchener",45,34,6,5,51,49,2,0,546,250,24,272
2013-03-01,"London",38,31,0,7,62,56,0,6,565,376,8,181
2013-03-01,"Montreal",271,181,40,50,294,221,37,36,2591,1454,413,724
2013-03-01,"Oshawa",118,76,6,36,97,79,2,16,905,629,56,220
2013-03-01,"Ottawa",293,147,50,96,172,122,14,36,2264,958,250,1056
2013-03-01,"Niagara",63,47,0,16,44,23,0,21,786,397,52,337
2013-03-01,"Toronto",1333,906,97,330,1057,579,44,434,14236,7818,1918,4500
2013-03-01,"Vancouver",593,310,24,259,394,242,40,112,6371,4156,480,1735
2013-03-01,"Victoria",69,46,4,19,40,33,0,7,557,346,86,125
2013-03-01,"Windsor",42,36,6,0,33,27,2,4,273,138,30,105
2013-04-01,"Calgary",665,433,52,180,904,545,138,221,6046,3601,1050,1395
2013-04-01,"Edmonton",776,513,160,103,833,560,158,115,6333,3731,1476,1126
2013-04-01,"Sudbury",25,19,2,4,8,6,2,0,164,95,32,37
2013-04-01,"Guelph",45,18,0,27,46,10,2,34,360,105,16,239
2013-04-01,"Hamilton",145,73,10,62,151,100,0,51,1492,655,32,805
2013-04-01,"Kelowna",44,42,2,0,64,40,8,16,612,378,88,146
2013-04-01,"Kitchener",94,37,0,57,73,59,0,14,525,272,24,229
2013-04-01,"London",106,88,0,18,126,104,2,20,585,392,10,183
2013-04-01,"Montreal",315,217,38,60,601,362,134,105,2873,1602,503,768
2013-04-01,"Oshawa",99,68,2,29,77,52,4,21,883,613,58,212
2013-04-01,"Ottawa",333,139,60,134,302,151,82,69,2231,970,272,989
2013-04-01,"Niagara",116,86,4,26,92,63,9,20,762,374,57,331
2013-04-01,"Toronto",1331,825,174,332,1518,996,226,296,14420,7986,1970,4464
2013-04-01,"Vancouver",533,346,32,155,602,323,44,235,6437,4130,492,1815
2013-04-01,"Victoria",55,30,5,20,36,29,4,3,538,345,85,108
2013-04-01,"Windsor",16,16,0,0,57,37,0,20,315,160,30,125
2013-05-01,"Calgary",797,535,68,194,755,559,106,90,6022,3625,1088,1309
2013-05-01,"Edmonton",747,454,170,123,944,526,182,236,6509,3803,1488,1218
2013-05-01,"Sudbury",17,17,0,0,22,20,2,0,168,97,34,37
2013-05-01,"Guelph",40,24,2,14,51,15,14,22,371,96,28,247
2013-05-01,"Hamilton",161,112,10,39,277,126,0,151,1607,668,22,917
2013-05-01,"Kelowna",73,45,8,20,57,41,12,4,596,374,92,130
2013-05-01,"Kitchener",83,59,6,18,118,66,2,50,560,279,20,261
2013-05-01,"London",131,100,2,29,196,152,4,40,650,444,12,194
2013-05-01,"Montreal",393,288,52,53,481,366,76,39,2963,1680,529,754
2013-05-01,"Oshawa",131,94,2,35,138,103,16,19,890,622,72,196
2013-05-01,"Ottawa",362,165,62,135,546,247,68,231,2451,1051,278,1122
2013-05-01,"Niagara",79,46,6,27,84,74,10,0,767,402,61,304
2013-05-01,"Toronto",1342,746,164,432,1639,919,192,528,14718,8160,1998,4560
2013-05-01,"Vancouver",623,442,46,135,516,371,46,99,6341,4070,492,1779
2013-05-01,"Victoria",61,49,9,3,50,40,2,8,526,337,76,113
2013-05-01,"Windsor",63,38,8,17,78,57,6,15,330,179,28,123
2013-06-01,"Calgary",870,543,118,209,773,554,140,79,5925,3636,1110,1179
2013-06-01,"Edmonton",862,445,234,183,889,589,180,120,6522,3946,1430,1146
2013-06-01,"Sudbury",22,18,4,0,50,48,2,0,196,127,32,37
2013-06-01,"Guelph",39,23,4,12,57,27,12,18,394,105,36,253
2013-06-01,"Hamilton",164,109,8,47,202,141,14,47,1644,699,28,917
2013-06-01,"Kelowna",49,43,6,0,62,46,2,14,609,377,88,144
2013-06-01,"Kitchener",77,55,2,20,125,80,6,39,608,304,24,280
2013-06-01,"London",71,62,2,7,169,139,2,28,748,521,12,215
2013-06-01,"Montreal",516,354,69,93,432,316,92,24,2878,1641,552,685
2013-06-01,"Oshawa",107,85,2,20,80,74,0,6,861,611,68,182
2013-06-01,"Ottawa",248,116,22,110,443,254,52,137,2743,1189,308,1246
2013-06-01,"Niagara",103,68,4,31,98,55,12,31,762,389,69,304
2013-06-01,"Toronto",1305,825,198,282,1473,955,202,316,14884,8288,2002,4594
2013-06-01,"Vancouver",682,453,36,193,624,344,30,250,6277,3965,480,1832
2013-06-01,"Victoria",67,37,6,24,67,63,4,0,526,363,74,89
2013-06-01,"Windsor",42,31,2,9,70,60,6,4,358,208,32,118
2013-07-01,"Calgary",762,532,136,94,810,572,74,164,5963,3676,1048,1239
2013-07-01,"Edmonton",763,504,172,87,997,542,248,207,6742,3984,1506,1252
2013-07-01,"Sudbury",28,20,2,6,39,31,8,0,207,138,38,31
2013-07-01,"Guelph",54,21,8,25,21,16,2,3,361,100,30,231
2013-07-01,"Hamilton",133,106,4,23,168,127,14,27,1679,720,38,921
2013-07-01,"Kelowna",57,43,2,12,92,76,12,4,643,409,98,136
2013-07-01,"Kitchener",109,88,10,11,90,67,4,19,589,283,18,288
2013-07-01,"London",105,86,2,17,182,125,2,55,825,560,12,253
2013-07-01,"Montreal",592,364,94,134,313,218,58,37,2599,1496,518,585
2013-07-01,"Oshawa",133,111,10,12,117,105,8,4,843,605,64,174
2013-07-01,"Ottawa",396,195,56,145,564,247,80,237,2911,1239,334,1338
2013-07-01,"Niagara",82,66,6,10,139,62,22,55,819,385,85,349
2013-07-01,"Toronto",1290,787,270,233,1413,842,146,425,14984,8336,1878,4770
2013-07-01,"Vancouver",551,339,30,182,516,336,42,138,6242,3962,492,1788
2013-07-01,"Victoria",65,42,7,16,70,43,12,15,530,365,77,88
2013-07-01,"Windsor",59,39,4,16,73,45,6,22,372,214,34,124
2013-08-01,"Calgary",720,450,60,210,857,571,110,176,6099,3796,1098,1205
2013-08-01,"Edmonton",922,600,254,68,895,614,208,73,6711,3996,1459,1256
2013-08-01,"Sudbury",15,11,4,0,29,25,4,0,221,152,38,31
2013-08-01,"Guelph",42,19,6,17,56,23,16,17,374,103,40,231
2013-08-01,"Hamilton",120,84,0,36,168,80,26,62,1727,716,64,947
2013-08-01,"Kelowna",89,56,16,17,57,45,12,0,611,398,94,119
2013-08-01,"Kitchener",105,67,2,36,130,58,0,72,614,274,16,324
2013-08-01,"London",111,98,2,11,154,115,2,37,868,577,12,279
2013-08-01,"Montreal",641,375,104,162,358,279,60,19,2308,1398,472,438
2013-08-01,"Oshawa",172,118,28,26,105,92,0,13,778,579,38,161
2013-08-01,"Ottawa",469,167,50,252,555,242,68,245,3018,1313,350,1355
2013-08-01,"Niagara",85,59,4,22,158,65,16,77,892,391,97,404
2013-08-01,"Toronto",1804,1039,194,571,1459,758,158,543,14636,8052,1842,4742
2013-08-01,"Vancouver",662,410,46,206,639,409,22,208,6219,3961,468,1790
2013-08-01,"Victoria",64,48,11,5,61,55,6,0,527,372,72,83
2013-08-01,"Windsor",53,38,12,3,83,62,2,19,402,238,24,140
2013-09-01,"Calgary",838,620,160,58,896,595,120,181,6157,3767,1062,1328
2013-09-01,"Edmonton",599,420,132,47,730,518,160,52,6842,4094,1487,1261
2013-09-01,"Sudbury",33,25,4,4,30,26,4,0,218,153,38,27
2013-09-01,"Guelph",36,15,0,21,44,23,8,13,377,106,48,223
2013-09-01,"Hamilton",364,149,0,215,221,125,4,92,1584,692,68,824
2013-09-01,"Kelowna",56,46,10,0,67,57,6,4,622,409,90,123
2013-09-01,"Kitchener",91,59,8,24,87,67,4,16,609,281,12,316
2013-09-01,"London",175,146,2,27,112,84,2,26,805,515,12,278
2013-09-01,"Montreal",423,290,76,57,303,228,54,21,2188,1338,448,402
2013-09-01,"Oshawa",137,103,12,22,58,40,2,16,697,514,28,155
2013-09-01,"Ottawa",551,253,64,234,346,166,54,126,2821,1226,340,1255
2013-09-01,"Niagara",55,44,2,9,79,65,6,8,920,412,101,407
2013-09-01,"Toronto",1307,780,128,399,1099,790,126,183,14425,8061,1838,4526
2013-09-01,"Vancouver",643,366,46,231,678,337,60,281,6259,3934,482,1843
2013-09-01,"Victoria",54,46,4,4,83,63,6,14,556,389,74,93
2013-09-01,"Windsor",81,45,6,30,61,51,4,6,382,244,22,116
2013-10-01,"Calgary",1062,644,204,214,939,569,144,226,6035,3693,1002,1340
2013-10-01,"Edmonton",788,542,156,90,820,540,180,100,6875,4092,1511,1272
2013-10-01,"Sudbury",28,26,2,0,25,20,2,3,215,147,38,30
2013-10-01,"Guelph",39,22,4,13,25,12,10,3,363,96,54,213
2013-10-01,"Hamilton",182,124,4,54,124,75,6,43,1526,643,70,813
2013-10-01,"Kelowna",58,47,6,5,89,55,8,26,653,417,92,144
2013-10-01,"Kitchener",124,78,0,46,67,56,2,9,552,259,14,279
2013-10-01,"London",125,125,0,0,136,116,2,18,816,506,14,296
2013-10-01,"Montreal",372,238,64,70,371,285,52,34,2186,1384,436,366
2013-10-01,"Oshawa",114,78,4,32,103,85,0,18,686,521,24,141
2013-10-01,"Ottawa",417,173,76,168,449,237,68,144,2846,1289,326,1231
2013-10-01,"Niagara",82,37,10,35,82,75,4,3,920,450,95,375
2013-10-01,"Toronto",1429,827,114,488,1404,832,138,434,14436,8065,1862,4509
2013-10-01,"Vancouver",619,415,36,168,685,386,48,251,6324,3904,494,1926
2013-10-01,"Victoria",36,32,4,0,44,38,6,0,564,395,76,93
2013-10-01,"Windsor",57,53,0,4,76,58,8,10,401,249,30,122
2013-11-01,"Calgary",844,658,102,84,1016,595,116,305,6207,3630,1016,1561
2013-11-01,"Edmonton",925,580,170,175,819,567,164,88,6765,4078,1499,1188
2013-11-01,"Sudbury",37,31,2,4,20,20,0,0,198,136,36,26
2013-11-01,"Guelph",6,0,0,6,39,14,12,13,396,110,66,220
2013-11-01,"Hamilton",148,87,2,59,178,102,16,60,1556,658,84,814
2013-11-01,"Kelowna",108,55,26,27,92,66,12,14,637,428,78,131
2013-11-01,"Kitchener",106,46,2,58,85,52,4,29,531,265,16,250
2013-11-01,"London",149,120,4,25,116,101,4,11,783,487,14,282
2013-11-01,"Montreal",412,314,62,36,398,271,50,77,2168,1341,420,407
2013-11-01,"Oshawa",102,74,2,26,84,64,8,12,668,511,30,127
2013-11-01,"Ottawa",425,230,72,123,538,272,40,226,2953,1331,288,1334
2013-11-01,"Niagara",119,89,8,22,135,90,14,31,936,452,100,384
2013-11-01,"Toronto",1613,996,252,365,1424,836,206,382,14246,7904,1816,4526
2013-11-01,"Vancouver",571,390,42,139,583,357,52,174,6333,3868,504,1961
2013-11-01,"Victoria",41,29,8,4,56,54,2,0,579,420,70,89
2013-11-01,"Windsor",86,54,0,32,88,76,4,8,403,271,34,98
2013-12-01,"Calgary",603,470,74,59,533,415,48,70,6137,3575,990,1572
2013-12-01,"Edmonton",852,503,178,171,704,389,158,157,6623,3965,1472,1186
2013-12-01,"Sudbury",28,24,4,0,11,9,2,0,181,121,34,26
2013-12-01,"Guelph",105,38,20,47,19,17,2,0,310,89,48,173
2013-12-01,"Hamilton",204,112,14,78,137,84,16,37,1489,630,86,773
2013-12-01,"Kelowna",48,38,4,6,68,64,4,0,657,454,78,125
2013-12-01,"Kitchener",94,76,2,16,70,46,0,24,508,236,14,258
2013-12-01,"London",135,116,4,15,83,68,0,15,731,439,10,282
2013-12-01,"Montreal",339,235,78,26,361,207,64,90,2184,1310,400,474
2013-12-01,"Oshawa",118,96,12,10,80,70,0,10,630,485,18,127
2013-12-01,"Ottawa",545,251,66,228,378,170,34,174,2786,1250,256,1280
2013-12-01,"Niagara",60,35,20,5,94,55,16,23,970,472,96,402
2013-12-01,"Toronto",1608,776,190,642,1176,802,70,304,13813,7929,1696,4188
2013-12-01,"Vancouver",718,489,48,181,583,297,56,230,6197,3674,512,2011
2013-12-01,"Victoria",62,53,4,5,63,31,6,26,578,398,70,110
2013-12-01,"Windsor",62,50,2,10,51,34,4,13,392,255,36,101
2014-01-01,"Calgary",813,449,98,266,831,451,148,232,6150,3576,1040,1534
2014-01-01,"Edmonton",613,363,166,84,541,388,128,25,6546,3990,1434,1122
2014-01-01,"Sudbury",15,11,4,0,0,0,0,0,166,110,30,26
2014-01-01,"Guelph",38,16,4,18,21,8,2,11,293,81,46,166
2014-01-01,"Hamilton",173,114,4,55,106,45,0,61,1422,561,82,779
2014-01-01,"Kelowna",84,65,14,5,51,29,10,12,624,418,74,132
2014-01-01,"Kitchener",97,38,4,55,131,59,2,70,542,257,12,273
2014-01-01,"London",86,57,2,27,62,53,0,9,707,435,8,264
2014-01-01,"Montreal",276,221,40,15,186,113,36,37,2095,1201,398,496
2014-01-01,"Oshawa",80,58,4,18,66,45,0,21,616,472,14,130
2014-01-01,"Ottawa",240,173,22,45,220,121,12,87,2772,1198,246,1328
2014-01-01,"Niagara",51,34,4,13,114,50,12,52,1033,488,104,441
2014-01-01,"Toronto",1046,633,156,257,1011,623,52,336,13660,7918,1592,4150
2014-01-01,"Vancouver",614,388,74,152,508,272,30,206,6075,3556,468,2051
2014-01-01,"Victoria",75,42,6,27,45,38,0,7,548,394,64,90
2014-01-01,"Windsor",46,44,2,0,24,20,4,0,370,231,38,101
2014-02-01,"Calgary",787,590,132,65,790,559,116,115,6193,3545,1024,1624
2014-02-01,"Edmonton",837,590,174,73,727,492,160,75,6438,3890,1424,1124
2014-02-01,"Sudbury",4,4,0,0,0,0,0,0,162,106,30,26
2014-02-01,"Guelph",24,11,2,11,18,14,4,0,287,84,48,155
2014-02-01,"Hamilton",79,38,8,33,124,42,2,80,1467,565,76,826
2014-02-01,"Kelowna",56,38,6,12,76,53,12,11,644,433,80,131
2014-02-01,"Kitchener",45,27,0,18,45,26,0,19,542,256,12,274
2014-02-01,"London",79,55,4,20,64,51,0,13,692,431,4,257
2014-02-01,"Montreal",302,209,68,25,194,116,52,26,1988,1109,382,497
2014-02-01,"Oshawa",54,43,2,9,88,61,0,27,650,490,12,148
2014-02-01,"Ottawa",385,172,46,167,155,99,14,42,2539,1126,212,1201
2014-02-01,"Niagara",56,40,4,12,58,45,2,11,1035,493,102,440
2014-02-01,"Toronto",1211,744,98,369,566,343,46,177,13012,7514,1540,3958
2014-02-01,"Vancouver",562,354,86,122,569,264,58,247,6069,3465,440,2164
2014-02-01,"Victoria",73,49,10,14,54,47,2,5,536,399,56,81
2014-02-01,"Windsor",47,29,10,8,27,27,0,0,350,229,28,93
2014-03-01,"Calgary",550,377,72,101,705,450,98,157,6352,3618,1050,1684
2014-03-01,"Edmonton",666,424,200,42,685,429,242,14,6455,3895,1464,1096
2014-03-01,"Sudbury",17,17,0,0,0,0,0,0,145,89,30,26
2014-03-01,"Guelph",35,14,4,17,8,8,0,0,251,78,44,129
2014-03-01,"Hamilton",212,120,14,78,165,91,0,74,1419,535,62,822
2014-03-01,"Kelowna",39,32,0,7,67,57,10,0,672,458,90,124
2014-03-01,"Kitchener",94,52,4,38,80,50,2,28,528,254,10,264
2014-03-01,"London",90,73,0,17,86,64,0,22,688,422,4,262
2014-03-01,"Montreal",190,147,36,7,254,164,50,40,2049,1126,396,527
2014-03-01,"Oshawa",58,49,2,7,133,72,14,47,726,514,24,188
2014-03-01,"Ottawa",266,129,32,105,196,72,26,98,2469,1069,206,1194
2014-03-01,"Niagara",130,96,10,24,78,35,10,33,981,430,102,449
2014-03-01,"Toronto",1190,760,148,282,724,370,140,214,12543,7125,1528,3890
2014-03-01,"Vancouver",478,297,24,157,512,315,28,169,6101,3481,444,2176
2014-03-01,"Victoria",52,44,4,4,43,30,6,7,527,385,58,84
2014-03-01,"Windsor",18,18,0,0,24,18,2,4,355,228,30,97
2014-04-01,"Calgary",753,494,120,139,995,630,132,233,6594,3754,1062,1778
2014-04-01,"Edmonton",713,479,186,48,958,544,272,142,6701,3959,1552,1190
2014-04-01,"Sudbury",25,23,2,0,3,1,2,0,123,67,30,26
2014-04-01,"Guelph",34,11,14,9,23,14,4,5,240,81,34,125
2014-04-01,"Hamilton",121,71,16,34,156,107,0,49,1454,571,46,837
2014-04-01,"Kelowna",50,38,8,4,76,41,8,27,698,461,90,147
2014-04-01,"Kitchener",83,40,2,41,91,54,0,37,536,268,8,260
2014-04-01,"London",124,81,4,39,114,91,6,17,674,432,6,236
2014-04-01,"Montreal",322,196,40,86,576,356,112,108,2322,1285,468,569
2014-04-01,"Oshawa",92,68,0,24,95,73,16,6,729,519,40,170
2014-04-01,"Ottawa",363,186,40,137,323,172,64,87,2429,1055,230,1144
2014-04-01,"Niagara",71,49,4,18,93,55,14,24,1005,438,112,455
2014-04-01,"Toronto",1282,700,210,372,1283,615,162,506,12545,7035,1484,4026
2014-04-01,"Vancouver",461,253,26,182,609,361,30,218,6255,3589,448,2218
2014-04-01,"Victoria",82,69,6,7,55,47,4,4,499,363,58,78
2014-04-01,"Windsor",48,30,10,8,69,49,12,8,376,247,32,97
2014-05-01,"Calgary",696,443,88,165,966,606,140,220,6861,3916,1108,1837
2014-05-01,"Edmonton",709,453,168,88,877,504,256,117,6869,4010,1640,1219
2014-05-01,"Sudbury",31,21,2,8,19,17,2,0,111,63,30,18
2014-05-01,"Guelph",19,12,2,5,53,23,6,24,274,92,38,144
2014-05-01,"Hamilton",86,67,8,11,410,144,18,248,1778,648,56,1074
2014-05-01,"Kelowna",75,59,6,10,111,70,20,21,734,472,104,158
2014-05-01,"Kitchener",68,56,0,12,96,59,0,37,564,271,8,285
2014-05-01,"London",114,78,0,36,139,110,8,21,699,464,14,221
2014-05-01,"Montreal",314,212,48,54,431,277,68,86,2431,1349,490,592
2014-05-01,"Oshawa",97,79,0,18,158,100,0,58,790,540,40,210
2014-05-01,"Ottawa",442,216,20,206,602,292,54,256,2594,1132,262,1200
2014-05-01,"Niagara",85,49,8,28,99,66,10,23,1018,454,114,450
2014-05-01,"Toronto",1413,847,250,316,1689,993,260,436,12822,7180,1496,4146
2014-05-01,"Vancouver",530,274,44,212,606,388,30,188,6327,3703,434,2190
2014-05-01,"Victoria",55,51,4,0,46,37,6,3,490,349,60,81
2014-05-01,"Windsor",79,55,4,20,59,45,8,6,356,237,36,83
2014-06-01,"Calgary",764,526,106,132,997,627,102,268,7099,4020,1098,1981
2014-06-01,"Edmonton",775,517,176,82,1015,580,264,171,7107,4071,1728,1308
2014-06-01,"Sudbury",23,17,6,0,30,30,0,0,110,75,24,11
2014-06-01,"Guelph",43,15,6,22,54,32,6,16,285,109,38,138
2014-06-01,"Hamilton",185,89,10,86,203,129,6,68,1797,688,50,1059
2014-06-01,"Kelowna",70,60,10,0,70,58,12,0,734,470,106,158
2014-06-01,"Kitchener",178,80,6,92,207,91,6,110,592,282,8,302
2014-06-01,"London",125,106,0,19,141,121,2,18,715,479,16,220
2014-06-01,"Montreal",401,263,90,48,364,258,56,50,2392,1342,456,594
2014-06-01,"Oshawa",105,78,0,27,196,137,0,59,881,599,40,242
2014-06-01,"Ottawa",388,152,74,162,492,246,60,186,2697,1227,246,1224
2014-06-01,"Niagara",113,77,8,28,138,71,6,61,1043,448,112,483
2014-06-01,"Toronto",1455,940,158,357,1541,943,178,420,12908,7183,1516,4209
2014-06-01,"Vancouver",624,350,16,258,707,398,50,259,6413,3754,468,2191
2014-06-01,"Victoria",66,57,6,3,67,61,2,4,491,353,56,82
2014-06-01,"Windsor",40,28,12,0,90,60,10,20,406,269,34,103
2014-07-01,"Calgary",829,606,110,113,970,668,118,184,7240,4082,1106,2052
2014-07-01,"Edmonton",974,615,200,159,1078,686,254,138,7209,4142,1780,1287
2014-07-01,"Sudbury",10,4,6,0,56,34,14,8,156,105,32,19
2014-07-01,"Guelph",28,13,10,5,64,26,10,28,321,122,38,161
2014-07-01,"Hamilton",237,96,0,141,195,122,20,53,1755,714,70,971
2014-07-01,"Kelowna",59,41,10,8,96,70,10,16,771,499,106,166
2014-07-01,"Kitchener",76,58,0,18,158,108,8,42,674,332,16,326
2014-07-01,"London",127,107,4,16,161,110,0,51,749,482,12,255
2014-07-01,"Montreal",808,531,176,101,505,321,80,104,2088,1129,356,603
2014-07-01,"Oshawa",128,100,2,26,157,132,0,25,910,631,38,241
2014-07-01,"Ottawa",463,204,62,197,431,270,59,102,2650,1292,241,1117
2014-07-01,"Niagara",165,93,16,56,148,98,10,40,1027,452,108,467
2014-07-01,"Toronto",1282,785,152,345,1436,960,166,310,13061,7359,1528,4174
2014-07-01,"Vancouver",709,385,90,234,755,419,68,268,6464,3784,450,2230
2014-07-01,"Victoria",40,31,4,5,52,50,2,0,503,372,54,77
2014-07-01,"Windsor",56,50,6,0,117,72,14,31,467,291,42,134
2014-08-01,"Calgary",809,606,120,83,972,595,156,221,7407,4071,1142,2194
2014-08-01,"Edmonton",883,591,212,80,988,685,210,93,7313,4234,1778,1301
2014-08-01,"Sudbury",21,19,2,0,29,25,4,0,164,111,34,19
2014-08-01,"Guelph",54,12,6,36,46,22,8,16,314,132,40,142
2014-08-01,"Hamilton",105,61,8,36,192,111,16,65,1842,764,78,1000
2014-08-01,"Kelowna",68,54,2,12,84,64,20,0,787,509,124,154
2014-08-01,"Kitchener",75,56,0,19,132,117,4,11,731,393,20,318
2014-08-01,"London",98,98,0,0,149,116,0,33,800,500,12,288
2014-08-01,"Montreal",327,204,52,71,367,230,50,87,2141,1154,352,635
2014-08-01,"Oshawa",108,91,2,15,143,96,0,47,945,636,36,273
2014-08-01,"Ottawa",329,190,36,103,606,232,60,314,2919,1333,267,1319
2014-08-01,"Niagara",70,40,2,28,96,66,2,28,1053,478,108,467
2014-08-01,"Toronto",1225,731,126,368,1316,834,130,352,13148,7459,1532,4157
2014-08-01,"Vancouver",650,379,46,225,723,419,48,256,6537,3824,452,2261
2014-08-01,"Victoria",67,49,8,10,58,46,8,4,494,369,54,71
2014-08-01,"Windsor",60,49,4,7,89,69,8,12,496,311,46,139
2014-09-01,"Calgary",895,579,104,212,834,486,74,274,7346,3978,1112,2256
2014-09-01,"Edmonton",627,423,146,58,930,616,236,78,7615,4426,1868,1321
2014-09-01,"Sudbury",29,19,6,4,32,18,8,6,164,110,36,18
2014-09-01,"Guelph",47,26,6,15,30,18,8,4,297,124,42,131
2014-09-01,"Hamilton",115,57,4,54,250,95,14,141,1977,802,88,1087
2014-09-01,"Kelowna",76,62,6,8,98,70,6,22,809,517,124,168
2014-09-01,"Kitchener",124,89,0,35,138,96,4,38,745,400,24,321
2014-09-01,"London",160,130,6,24,197,153,0,44,833,523,6,304
2014-09-01,"Montreal",467,262,72,133,321,212,62,47,2010,1101,345,564
2014-09-01,"Oshawa",79,71,8,0,152,115,2,35,1019,680,30,309
2014-09-01,"Ottawa",370,195,54,121,392,179,56,157,2940,1316,269,1355
2014-09-01,"Niagara",99,48,12,39,150,106,12,32,1104,536,108,460
2014-09-01,"Toronto",1561,952,130,479,1004,697,124,183,12578,7202,1526,3850
2014-09-01,"Vancouver",490,366,24,100,603,392,38,173,6652,3852,466,2334
2014-09-01,"Victoria",90,57,6,27,100,67,6,27,504,379,54,71
2014-09-01,"Windsor",76,49,4,23,82,59,8,15,502,321,50,131
2014-10-01,"Calgary",1124,714,186,224,801,454,142,205,7023,3718,1068,2237
2014-10-01,"Edmonton",719,486,178,55,1085,739,262,84,7982,4678,1954,1350
2014-10-01,"Sudbury",21,21,0,0,21,19,2,0,164,108,38,18
2014-10-01,"Guelph",26,24,2,0,27,12,0,15,298,112,40,146
2014-10-01,"Hamilton",74,70,0,4,166,75,10,81,2066,807,98,1161
2014-10-01,"Kelowna",78,58,12,8,77,48,15,14,808,507,127,174
2014-10-01,"Kitchener",129,87,6,36,116,69,4,43,731,381,22,328
2014-10-01,"London",160,121,2,37,144,105,6,33,817,507,10,300
2014-10-01,"Montreal",384,258,90,36,396,231,46,119,2023,1075,299,649
2014-10-01,"Oshawa",211,154,16,41,123,96,0,27,931,622,14,295
2014-10-01,"Ottawa",464,213,54,197,481,234,74,173,2955,1335,289,1331
2014-10-01,"Niagara",120,61,8,51,131,87,20,24,1115,562,120,433
2014-10-01,"Toronto",1434,841,210,383,1358,906,118,334,12482,7267,1434,3781
2014-10-01,"Vancouver",701,327,58,316,817,392,46,379,6768,3917,454,2397
2014-10-01,"Victoria",35,25,6,4,58,48,6,4,528,403,54,71
2014-10-01,"Windsor",74,58,12,4,61,49,2,10,489,312,40,137
2014-11-01,"Calgary",864,522,54,288,856,541,174,141,7035,3736,1188,2111
2014-11-01,"Edmonton",1018,599,270,149,996,641,224,131,7961,4719,1910,1332
2014-11-01,"Sudbury",36,32,4,0,41,20,2,19,169,96,36,37
2014-11-01,"Guelph",51,22,8,21,48,18,6,24,295,108,38,149
2014-11-01,"Hamilton",405,196,12,197,273,129,14,130,1934,740,100,1094
2014-11-01,"Kelowna",106,56,22,28,130,69,26,35,832,520,131,181
