"Date","GEO","Compl_total","Compl_single","Compl_semi","Compl_row","Starts_total","Starts_single","Starts_semi","Starts_row","UC_total","UC_single","UC_semi","UC_row"
2014-11-01,"Kitchener",108,88,0,20,107,84,10,13,730,377,34,319
2014-11-01,"London",125,104,2,19,180,87,0,93,868,490,8,370
2014-11-01,"Montreal",335,223,65,47,385,240,50,95,2069,1091,284,694
2014-11-01,"Oshawa",149,101,6,42,84,78,0,6,866,599,8,259
2014-11-01,"Ottawa",421,252,52,117,342,196,38,108,2866,1277,275,1314
2014-11-01,"Niagara",116,69,8,39,150,111,2,37,1149,604,114,431
2014-11-01,"Toronto",1336,892,206,238,1394,856,102,436,12536,7228,1328,3980
2014-11-01,"Vancouver",643,305,22,316,651,382,22,247,6783,3994,454,2335
2014-11-01,"Victoria",59,42,10,7,83,53,14,16,552,414,58,80
2014-11-01,"Windsor",88,71,10,7,77,52,12,13,477,292,46,139
2014-12-01,"Calgary",811,502,164,145,680,427,106,147,6906,3659,1130,2117
2014-12-01,"Edmonton",1041,551,306,184,832,528,198,106,7750,4698,1802,1250
2014-12-01,"Sudbury",27,19,4,4,17,8,2,7,159,85,34,40
2014-12-01,"Guelph",36,27,4,5,27,9,0,18,286,90,34,162
2014-12-01,"Hamilton",227,130,10,87,88,63,10,15,1795,673,100,1022
2014-12-01,"Kelowna",96,58,20,18,104,66,14,24,840,528,125,187
2014-12-01,"Kitchener",140,68,6,66,92,56,0,36,681,365,28,288
2014-12-01,"London",165,92,2,71,73,55,0,18,776,453,6,317
2014-12-01,"Montreal",319,192,46,81,306,159,70,77,2057,1058,308,691
2014-12-01,"Oshawa",136,84,6,46,166,136,0,30,896,651,2,243
2014-12-01,"Ottawa",444,252,82,110,464,141,44,279,2886,1166,237,1483
2014-12-01,"Niagara",111,69,14,28,193,106,28,59,1228,641,128,459
2014-12-01,"Toronto",1224,732,124,368,899,690,52,157,12209,7185,1258,3766
2014-12-01,"Vancouver",734,436,68,230,541,372,60,109,6585,3930,448,2207
2014-12-01,"Victoria",69,56,6,7,73,27,14,32,542,385,60,97
2014-12-01,"Windsor",86,56,10,20,54,46,4,4,445,282,40,123
2015-01-01,"Calgary",568,438,56,74,514,317,82,115,6856,3538,1156,2162
2015-01-01,"Edmonton",672,419,156,97,681,446,158,77,7760,4724,1806,1230
2015-01-01,"Sudbury",9,9,0,0,4,4,0,0,154,80,34,40
2015-01-01,"Guelph",57,25,6,26,28,13,2,13,257,78,30,149
2015-01-01,"Hamilton",251,149,4,98,82,64,4,14,1614,588,100,926
2015-01-01,"Kelowna",67,43,8,16,60,33,8,19,833,518,125,190
2015-01-01,"Kitchener",101,66,2,33,60,53,2,5,640,352,28,260
2015-01-01,"London",55,55,0,0,64,50,0,14,785,448,6,331
2015-01-01,"Montreal",326,232,48,46,155,83,32,40,1887,907,294,686
2015-01-01,"Oshawa",110,81,0,29,55,38,0,17,841,608,2,231
2015-01-01,"Ottawa",382,182,36,164,178,88,22,68,2683,1069,225,1389
2015-01-01,"Niagara",55,29,2,24,102,54,10,38,1276,667,136,473
2015-01-01,"Toronto",1613,919,180,514,689,440,66,183,11294,6707,1144,3443
2015-01-01,"Vancouver",433,271,34,128,518,303,36,179,6669,3961,450,2258
2015-01-01,"Victoria",54,46,8,0,72,48,10,14,558,385,62,111
2015-01-01,"Windsor",58,40,4,14,28,26,2,0,414,267,38,109
2015-02-01,"Calgary",824,477,118,229,708,461,92,155,6739,3521,1130,2088
2015-02-01,"Edmonton",1010,551,218,241,1073,499,190,384,7823,4672,1778,1373
2015-02-01,"Sudbury",7,5,2,0,2,2,0,0,148,76,32,40
2015-02-01,"Guelph",25,12,2,11,27,17,0,10,259,83,28,148
2015-02-01,"Hamilton",179,70,14,95,56,44,0,12,1491,562,86,843
2015-02-01,"Kelowna",152,102,18,32,83,48,22,13,758,464,129,165
2015-02-01,"Kitchener",69,44,0,25,84,63,4,17,655,371,32,252
2015-02-01,"London",67,60,2,5,60,51,4,5,778,439,8,331
2015-02-01,"Montreal",233,162,28,43,117,90,20,7,1766,830,284,652
2015-02-01,"Oshawa",93,93,0,0,30,15,0,15,778,530,2,246
2015-02-01,"Ottawa",241,129,25,87,145,60,28,57,2583,1000,228,1355
2015-02-01,"Niagara",52,33,10,9,48,35,4,9,1272,669,130,473
2015-02-01,"Toronto",1165,772,152,241,595,358,44,193,10734,6292,1036,3406
2015-02-01,"Vancouver",580,315,40,225,537,327,78,132,6618,3973,488,2157
2015-02-01,"Victoria",67,59,4,4,64,39,4,21,555,365,62,128
2015-02-01,"Windsor",43,31,0,12,11,7,0,4,389,242,38,109
2015-03-01,"Calgary",784,483,120,181,675,411,72,192,6588,3449,1080,2059
2015-03-01,"Edmonton",1026,696,214,116,864,477,236,151,7660,4454,1798,1408
2015-03-01,"Sudbury",6,6,0,0,0,0,0,0,142,70,32,40
2015-03-01,"Guelph",6,6,0,0,27,13,2,12,280,90,30,160
2015-03-01,"Hamilton",179,55,14,110,25,25,0,0,1337,532,72,733
2015-03-01,"Kelowna",22,16,6,0,52,37,6,9,788,485,129,174
2015-03-01,"Kitchener",131,76,6,49,68,57,2,9,592,352,28,212
2015-03-01,"London",127,100,4,23,48,40,2,6,687,367,6,314
2015-03-01,"Montreal",271,188,40,43,245,144,38,63,1738,784,282,672
2015-03-01,"Oshawa",63,46,0,17,42,15,0,27,759,501,2,256
2015-03-01,"Ottawa",285,120,46,119,127,75,32,20,2424,956,212,1256
2015-03-01,"Niagara",157,98,26,33,58,42,6,10,1173,613,110,450
2015-03-01,"Toronto",1047,632,94,321,623,370,74,179,10310,6030,1016,3264
2015-03-01,"Vancouver",481,265,36,180,571,324,46,201,6708,4031,499,2178
2015-03-01,"Victoria",40,36,4,0,70,57,4,9,585,386,62,137
2015-03-01,"Windsor",37,29,2,6,15,9,2,4,367,222,38,107
2015-04-01,"Calgary",748,426,102,220,642,373,116,153,6492,3396,1094,2002
2015-04-01,"Edmonton",815,529,186,100,847,506,232,109,7680,4427,1836,1417
2015-04-01,"Sudbury",21,15,6,0,1,1,0,0,122,56,26,40
2015-04-01,"Guelph",23,10,6,7,52,30,2,20,309,110,26,173
2015-04-01,"Hamilton",82,78,0,4,111,103,0,8,1366,557,72,737
2015-04-01,"Kelowna",62,32,8,22,76,56,20,0,802,509,141,152
2015-04-01,"Kitchener",80,57,2,21,135,78,0,57,647,373,26,248
2015-04-01,"London",14,14,0,0,103,55,3,45,776,408,9,359
2015-04-01,"Montreal",268,134,40,94,438,217,94,127,1905,867,332,706
2015-04-01,"Oshawa",75,75,0,0,203,158,0,45,887,584,2,301
2015-04-01,"Ottawa",292,133,46,113,363,157,66,140,2494,979,232,1283
2015-04-01,"Niagara",73,28,28,17,127,68,10,49,1225,651,92,482
2015-04-01,"Toronto",1041,652,94,295,1486,893,158,435,10754,6272,1078,3404
2015-04-01,"Vancouver",687,312,62,313,658,418,36,204,6678,4137,474,2067
2015-04-01,"Victoria",65,47,4,14,83,57,12,14,603,396,70,137
2015-04-01,"Windsor",91,72,12,7,73,55,8,10,349,205,34,110
2015-05-01,"Calgary",835,435,96,304,601,299,96,206,6225,3260,1094,1871
2015-05-01,"Edmonton",835,598,212,25,959,539,268,152,7801,4367,1890,1544
2015-05-01,"Sudbury",11,5,2,4,25,17,2,6,136,68,26,42
2015-05-01,"Guelph",15,3,0,12,74,25,8,41,368,132,34,202
2015-05-01,"Hamilton",320,67,50,203,239,177,0,62,1286,666,24,596
2015-05-01,"Kelowna",120,94,26,0,65,49,16,0,746,463,131,152
2015-05-01,"Kitchener",89,63,0,26,139,84,0,55,697,394,26,277
2015-05-01,"London",141,82,0,59,278,142,0,136,913,468,9,436
2015-05-01,"Montreal",335,199,50,86,468,334,64,70,2041,1002,345,694
2015-05-01,"Oshawa",119,119,0,0,268,199,6,63,1036,664,8,364
2015-05-01,"Ottawa",420,175,54,191,426,211,77,138,2499,1014,255,1230
2015-05-01,"Niagara",97,77,10,10,108,69,18,21,1235,642,100,493
2015-05-01,"Toronto",971,576,176,219,1972,1060,36,876,11754,6755,938,4061
2015-05-01,"Vancouver",600,345,46,209,554,400,34,120,6574,4191,462,1921
2015-05-01,"Victoria",95,71,6,18,51,39,4,8,558,363,68,127
2015-05-01,"Windsor",59,35,4,20,124,105,8,11,414,275,38,101
2015-06-01,"Calgary",886,496,170,220,609,300,106,203,5948,3064,1034,1850
2015-06-01,"Edmonton",975,623,246,106,981,553,260,168,7784,4295,1902,1587
2015-06-01,"Sudbury",15,11,0,4,21,15,2,4,142,72,28,42
2015-06-01,"Guelph",38,30,2,6,107,69,0,38,437,171,32,234
2015-06-01,"Hamilton",214,69,4,141,252,136,0,116,1324,733,20,571
2015-06-01,"Kelowna",59,45,2,12,90,50,30,10,777,468,159,150
2015-06-01,"Kitchener",126,105,10,11,177,116,10,51,748,405,26,317
2015-06-01,"London",88,66,0,22,168,121,2,45,993,523,11,459
2015-06-01,"Montreal",359,219,58,82,365,235,54,76,2051,1015,342,694
2015-06-01,"Oshawa",47,47,0,0,214,191,0,23,1203,808,8,387
2015-06-01,"Ottawa",454,229,76,149,436,212,70,154,2482,998,249,1235
2015-06-01,"Niagara",138,113,8,17,141,90,14,37,1235,618,104,513
2015-06-01,"Toronto",722,432,96,194,1588,1020,72,496,12615,7338,914,4363
2015-06-01,"Vancouver",611,398,56,157,765,482,42,241,6701,4275,448,1978
2015-06-01,"Victoria",17,11,2,4,77,63,10,4,618,415,76,127
2015-06-01,"Windsor",35,24,0,11,85,70,4,11,464,321,42,101
2015-07-01,"Calgary",691,432,106,153,497,310,80,107,5744,2943,1008,1793
2015-07-01,"Edmonton",1186,679,278,229,959,510,220,229,7562,4126,1856,1580
2015-07-01,"Sudbury",9,7,2,0,36,26,4,6,169,91,30,48
2015-07-01,"Guelph",28,23,0,5,106,50,4,52,515,198,36,281
2015-07-01,"Hamilton",157,127,12,18,195,133,4,58,1351,738,12,601
2015-07-01,"Kelowna",69,45,12,12,86,53,10,23,794,476,157,161
2015-07-01,"Kitchener",118,90,0,28,142,104,2,36,768,419,28,321
2015-07-01,"London",186,145,7,34,118,93,0,25,924,470,4,450
2015-07-01,"Montreal",559,282,102,175,393,277,64,52,1876,1009,294,573
2015-07-01,"Oshawa",79,79,0,0,303,222,12,69,1430,948,26,456
2015-07-01,"Ottawa",324,165,64,95,444,287,34,123,2600,1120,217,1263
2015-07-01,"Niagara",115,83,2,30,185,120,12,53,1305,655,114,536
2015-07-01,"Toronto",927,656,76,195,1431,915,80,436,13118,7595,918,4605
2015-07-01,"Vancouver",698,466,36,196,745,431,46,268,6745,4242,454,2049
2015-07-01,"Victoria",89,71,6,12,81,57,8,16,610,401,78,131
2015-07-01,"Windsor",65,50,2,13,97,74,12,11,495,344,52,99
2015-08-01,"Calgary",894,514,112,268,695,330,82,283,5531,2759,978,1794
2015-08-01,"Edmonton",1032,611,238,183,939,513,220,206,7470,4030,1832,1608
2015-08-01,"Sudbury",24,11,2,11,19,19,0,0,164,99,28,37
2015-08-01,"Guelph",65,42,12,11,64,36,2,26,514,192,26,296
2015-08-01,"Hamilton",138,76,4,58,121,93,4,24,1334,755,12,567
2015-08-01,"Kelowna",68,55,10,3,91,56,16,19,817,477,163,177
2015-08-01,"Kitchener",102,56,4,42,205,65,4,136,871,428,28,415
2015-08-01,"London",242,166,0,76,132,108,4,20,812,410,8,394
2015-08-01,"Montreal",395,195,52,148,307,183,68,56,1785,996,308,481
2015-08-01,"Oshawa",81,68,0,13,92,90,2,0,1441,970,28,443
2015-08-01,"Ottawa",372,128,54,190,523,315,40,168,2751,1306,205,1240
2015-08-01,"Niagara",72,56,4,12,114,83,14,17,1345,680,124,541
2015-08-01,"Toronto",843,594,70,179,1721,1084,206,431,13996,8087,1052,4857
2015-08-01,"Vancouver",640,381,44,215,739,441,30,268,6844,4302,440,2102
2015-08-01,"Victoria",42,20,6,16,105,87,4,14,672,469,74,129
2015-08-01,"Windsor",87,61,12,14,109,81,16,12,518,363,58,97
2015-09-01,"Calgary",682,447,116,119,557,309,92,156,5406,2621,954,1831
2015-09-01,"Edmonton",861,520,166,175,774,452,184,138,7380,3962,1850,1568
2015-09-01,"Sudbury",31,13,4,14,36,22,6,8,169,108,30,31
2015-09-01,"Guelph",54,37,4,13,70,34,2,34,529,188,24,317
2015-09-01,"Hamilton",223,136,2,85,157,119,8,30,1266,738,16,512
2015-09-01,"Kelowna",77,62,6,9,98,64,10,24,836,477,167,192
2015-09-01,"Kitchener",121,80,6,35,129,83,4,42,875,431,22,422
2015-09-01,"London",131,98,2,31,105,83,0,22,787,395,6,386
2015-09-01,"Montreal",357,236,56,65,368,201,60,107,1809,959,316,534
2015-09-01,"Oshawa",70,70,0,0,129,114,0,15,1500,1014,28,458
2015-09-01,"Ottawa",474,176,36,262,344,226,36,82,2621,1356,205,1060
2015-09-01,"Niagara",74,70,4,0,181,130,8,43,1452,740,128,584
2015-09-01,"Toronto",814,545,70,199,1445,1022,34,389,14628,8563,1018,5047
2015-09-01,"Vancouver",606,365,32,209,631,394,44,193,6870,4332,452,2086
2015-09-01,"Victoria",27,21,6,0,74,59,11,4,719,507,79,133
2015-09-01,"Windsor",58,58,0,0,102,64,22,16,554,367,80,107
2015-10-01,"Calgary",815,459,152,204,599,387,84,128,5190,2549,886,1755
2015-10-01,"Edmonton",880,508,204,168,825,520,170,135,7328,3974,1816,1538
2015-10-01,"Sudbury",12,10,2,0,22,14,4,4,179,112,32,35
2015-10-01,"Guelph",58,41,2,15,78,19,0,59,549,166,22,361
2015-10-01,"Hamilton",169,124,0,45,176,113,2,61,1272,726,18,528
2015-10-01,"Kelowna",155,73,52,30,103,70,12,21,783,472,127,184
2015-10-01,"Kitchener",133,81,0,52,182,100,4,78,924,450,26,448
2015-10-01,"London",194,100,4,90,214,123,2,89,804,416,4,384
2015-10-01,"Montreal",340,252,44,44,343,221,50,72,1808,929,322,557
2015-10-01,"Oshawa",200,132,0,68,213,189,0,24,1513,1071,28,414
2015-10-01,"Ottawa",321,152,46,123,360,215,40,105,2657,1419,199,1039
2015-10-01,"Niagara",120,84,36,0,151,131,2,18,1484,788,94,602
2015-10-01,"Toronto",1005,679,80,246,1517,1043,146,328,15141,8926,1084,5131
2015-10-01,"Vancouver",519,368,40,111,668,389,32,247,7019,4353,444,2222
2015-10-01,"Victoria",101,70,14,17,77,75,2,0,695,512,67,116
2015-10-01,"Windsor",92,72,14,6,125,93,14,18,587,388,80,119
2015-11-01,"Calgary",971,427,132,412,674,329,96,249,4892,2450,850,1592
2015-11-01,"Edmonton",1118,674,276,168,749,409,182,158,6959,3709,1722,1528
2015-11-01,"Sudbury",31,25,6,0,41,19,8,14,189,106,34,49
2015-11-01,"Guelph",34,26,2,6,39,22,2,15,554,162,22,370
2015-11-01,"Hamilton",115,96,2,17,101,64,0,37,1250,694,16,540
2015-11-01,"Kelowna",71,46,8,17,144,67,22,55,856,493,141,222
2015-11-01,"Kitchener",92,67,4,21,180,94,2,84,1012,477,24,511
2015-11-01,"London",136,110,2,24,128,96,2,30,796,402,4,390
2015-11-01,"Montreal",411,283,78,50,359,225,72,62,1744,870,308,566
2015-11-01,"Oshawa",156,135,4,17,114,84,0,30,1471,1020,24,427
2015-11-01,"Ottawa",358,220,63,75,587,364,38,185,2887,1564,174,1149
2015-11-01,"Niagara",172,118,18,36,128,86,12,30,1440,756,88,596
2015-11-01,"Toronto",1056,731,64,261,1730,1011,84,635,15820,9204,1106,5510
2015-11-01,"Vancouver",653,379,80,194,604,363,26,215,6970,4337,390,2243
2015-11-01,"Victoria",103,62,24,17,66,54,4,8,658,504,47,107
2015-11-01,"Windsor",104,62,10,32,62,58,4,0,547,380,72,95
2015-12-01,"Calgary",774,391,170,213,517,312,80,125,4637,2371,762,1504
2015-12-01,"Edmonton",1027,606,278,143,474,259,128,87,6413,3363,1578,1472
2015-12-01,"Sudbury",26,24,2,0,17,13,4,0,180,95,36,49
2015-12-01,"Guelph",108,46,6,56,49,15,0,34,500,131,16,353
2015-12-01,"Hamilton",228,145,0,83,170,51,2,117,1183,601,18,564
2015-12-01,"Kelowna",72,42,24,6,63,45,18,0,848,496,136,216
2015-12-01,"Kitchener",137,80,4,53,161,98,6,57,1036,495,26,515
2015-12-01,"London",113,91,0,22,91,84,4,3,774,395,8,371
2015-12-01,"Montreal",351,227,80,44,355,192,66,97,1728,833,292,603
2015-12-01,"Oshawa",189,132,4,53,187,103,0,84,1469,991,20,458
2015-12-01,"Ottawa",402,275,32,95,442,204,46,192,2928,1493,188,1247
2015-12-01,"Niagara",89,59,10,20,135,94,2,39,1486,791,80,615
2015-12-01,"Toronto",952,683,30,239,1665,1007,106,552,16530,9527,1180,5823
2015-12-01,"Vancouver",572,380,48,144,630,350,36,244,7028,4307,378,2343
2015-12-01,"Victoria",66,59,4,3,62,52,2,8,653,496,45,112
2015-12-01,"Windsor",76,55,10,11,108,67,10,31,578,391,72,115
2016-01-01,"Calgary",451,225,44,182,352,225,48,79,4535,2370,764,1401
2016-01-01,"Edmonton",858,500,272,86,543,263,142,138,6099,3125,1450,1524
2016-01-01,"Sudbury",21,12,6,3,1,1,0,0,160,84,30,46
2016-01-01,"Guelph",25,19,2,4,52,20,0,32,527,132,14,381
2016-01-01,"Hamilton",148,120,0,28,129,39,14,76,1164,520,32,612
2016-01-01,"Kelowna",63,31,6,26,52,33,10,9,828,495,134,199
2016-01-01,"Kitchener",67,41,2,24,74,61,4,9,1043,515,28,500
2016-01-01,"London",121,77,2,42,79,79,0,0,734,397,8,329
2016-01-01,"Montreal",198,143,22,33,167,75,20,72,1679,765,286,628
2016-01-01,"Oshawa",143,115,4,24,69,62,2,5,1395,938,18,439
2016-01-01,"Ottawa",339,243,20,76,130,66,14,50,2718,1315,182,1221
2016-01-01,"Niagara",81,70,2,9,101,55,0,46,1509,776,78,655
2016-01-01,"Toronto",1954,973,106,875,977,643,72,262,15555,9197,1146,5212
2016-01-01,"Vancouver",569,381,28,160,644,367,26,251,7104,4294,376,2434
2016-01-01,"Victoria",61,42,7,12,74,61,4,9,667,514,48,105
2016-01-01,"Windsor",96,79,10,7,43,35,8,0,525,347,70,108
2016-02-01,"Calgary",440,215,78,147,330,218,46,66,4423,2371,732,1320
2016-02-01,"Edmonton",693,409,180,104,636,325,136,175,6041,3040,1406,1595
2016-02-01,"Sudbury",4,2,2,0,0,0,0,0,156,82,28,46
2016-02-01,"Guelph",38,28,4,6,38,16,0,22,527,120,10,397
2016-02-01,"Hamilton",140,79,0,61,66,30,4,32,1069,470,36,563
2016-02-01,"Kelowna",73,42,24,7,55,49,2,4,810,502,112,196
2016-02-01,"Kitchener",129,80,8,41,88,58,2,28,998,493,22,483
2016-02-01,"London",76,70,2,4,96,72,2,22,754,399,8,347
2016-02-01,"Montreal",218,143,22,53,169,75,44,50,1631,694,312,625
2016-02-01,"Oshawa",161,129,0,32,76,26,0,50,1310,835,18,457
2016-02-01,"Ottawa",307,144,40,123,191,62,34,95,2606,1229,184,1193
2016-02-01,"Niagara",96,64,12,20,97,66,6,25,1513,778,72,663
2016-02-01,"Toronto",897,678,94,125,953,731,28,194,15535,9250,1080,5205
2016-02-01,"Vancouver",692,351,52,289,729,429,52,248,7138,4356,376,2406
2016-02-01,"Victoria",60,39,12,9,85,69,6,10,692,544,42,106
2016-02-01,"Windsor",86,61,8,17,50,40,2,8,489,326,64,99
2016-03-01,"Calgary",421,239,54,128,331,217,46,68,4332,2348,724,1260
2016-03-01,"Edmonton",758,456,204,98,504,290,144,70,5785,2870,1344,1571
2016-03-01,"Sudbury",13,7,6,0,0,0,0,0,143,75,22,46
2016-03-01,"Guelph",43,14,0,29,41,17,4,20,522,120,14,388
2016-03-01,"Hamilton",112,66,2,44,159,47,6,106,1116,451,40,625
2016-03-01,"Kelowna",67,45,12,10,82,44,28,10,825,501,128,196
2016-03-01,"Kitchener",74,50,2,22,76,62,0,14,993,504,22,467
2016-03-01,"London",108,71,0,37,84,72,0,12,730,400,8,322
2016-03-01,"Montreal",202,122,40,40,275,157,70,48,1726,727,340,659
2016-03-01,"Oshawa",245,61,2,182,103,63,0,40,1165,837,14,314
2016-03-01,"Ottawa",320,137,30,153,224,103,8,113,2507,1194,160,1153
2016-03-01,"Niagara",113,71,4,38,125,100,10,15,1525,807,78,640
2016-03-01,"Toronto",1298,825,98,375,1001,551,30,420,15209,8974,1012,5223
2016-03-01,"Vancouver",547,348,30,169,709,401,34,274,7299,4410,378,2511
2016-03-01,"Victoria",59,37,8,14,102,88,14,0,732,592,48,92
2016-03-01,"Windsor",74,53,18,3,57,42,8,7,470,313,54,103
2016-04-01,"Calgary",629,405,100,124,422,224,72,126,4119,2167,696,1256
2016-04-01,"Edmonton",711,470,180,61,519,338,142,39,5592,2737,1306,1549
2016-04-01,"Sudbury",16,12,0,4,0,0,0,0,127,63,22,42
2016-04-01,"Guelph",45,17,2,26,29,13,0,16,506,116,12,378
2016-04-01,"Hamilton",47,39,0,8,174,70,56,48,1243,482,96,665
2016-04-01,"Kelowna",86,66,12,8,90,51,2,37,828,485,118,225
2016-04-01,"Kitchener",99,44,0,55,106,75,2,29,1002,535,24,443
2016-04-01,"London",138,96,4,38,141,101,6,34,731,404,10,317
2016-04-01,"Montreal",263,140,60,63,557,288,116,153,2021,878,390,753
2016-04-01,"Oshawa",145,118,10,17,146,74,18,54,1166,793,22,351
2016-04-01,"Ottawa",268,162,20,86,320,156,42,122,2553,1188,182,1183
2016-04-01,"Niagara",128,74,12,42,128,85,8,35,1525,818,74,633
2016-04-01,"Toronto",1370,860,114,396,1323,742,82,499,15155,8855,980,5320
2016-04-01,"Vancouver",614,333,42,239,779,458,34,287,7467,4533,368,2566
2016-04-01,"Victoria",71,65,2,4,88,65,10,13,746,589,56,101
2016-04-01,"Windsor",56,52,4,0,97,71,20,6,511,332,70,109
2016-05-01,"Calgary",521,307,82,132,382,243,44,95,3980,2103,658,1219
2016-05-01,"Edmonton",938,484,224,230,614,328,154,132,5268,2581,1234,1453
2016-05-01,"Sudbury",13,11,2,0,16,10,6,0,130,62,26,42
2016-05-01,"Guelph",59,20,4,35,29,15,2,12,475,110,10,355
2016-05-01,"Hamilton",135,63,0,72,238,112,24,102,1346,531,120,695
2016-05-01,"Kelowna",103,44,22,37,101,64,14,23,824,503,110,211
2016-05-01,"Kitchener",177,124,2,51,214,162,8,44,1045,573,30,442
2016-05-01,"London",133,79,2,52,201,147,2,52,799,472,10,317
2016-05-01,"Montreal",351,175,74,102,493,277,78,138,2181,980,392,809
2016-05-01,"Oshawa",88,82,2,4,216,126,8,82,1292,835,28,429
2016-05-01,"Ottawa",294,162,22,110,497,254,44,199,2754,1280,204,1270
2016-05-01,"Niagara",157,121,4,32,194,164,10,20,1561,860,80,621
2016-05-01,"Toronto",1132,814,90,228,1469,934,102,433,15468,8974,992,5502
2016-05-01,"Vancouver",532,322,36,174,809,528,34,247,7745,4740,370,2635
2016-05-01,"Victoria",40,38,2,0,107,87,10,10,813,638,64,111
2016-05-01,"Windsor",88,67,2,19,145,77,28,40,568,342,96,130
2016-06-01,"Calgary",724,433,136,155,593,339,138,116,3857,2011,656,1190
2016-06-01,"Edmonton",854,413,216,225,656,335,232,89,5072,2503,1252,1317
2016-06-01,"Sudbury",21,13,4,4,36,33,0,3,145,82,22,41
2016-06-01,"Guelph",64,22,2,40,46,29,0,17,457,117,8,332
2016-06-01,"Hamilton",139,76,4,59,171,84,0,87,1378,539,116,723
2016-06-01,"Kelowna",83,49,6,28,110,62,16,32,849,514,120,215
2016-06-01,"Kitchener",191,94,6,91,227,180,8,39,1078,659,32,387
2016-06-01,"London",160,106,0,54,214,175,0,39,853,541,10,302
2016-06-01,"Montreal",495,272,88,135,502,304,78,120,2276,1009,382,885
2016-06-01,"Oshawa",111,104,0,7,355,249,4,102,1536,980,32,524
2016-06-01,"Ottawa",485,257,30,198,564,292,46,226,2840,1313,220,1307
2016-06-01,"Niagara",139,91,10,38,179,149,4,26,1601,918,74,609
2016-06-01,"Toronto",1299,821,66,412,1517,1086,136,295,15679,9238,1062,5379
2016-06-01,"Vancouver",784,391,42,351,864,462,38,364,7824,4812,364,2648
2016-06-01,"Victoria",79,63,4,12,97,81,12,4,827,656,72,99
2016-06-01,"Windsor",92,69,16,7,163,118,18,27,639,391,98,150
2016-07-01,"Calgary",491,280,76,135,454,327,80,47,3816,2054,660,1102
2016-07-01,"Edmonton",855,384,190,281,621,387,140,94,4834,2502,1202,1130
2016-07-01,"Sudbury",16,14,2,0,61,29,6,26,190,97,26,67
2016-07-01,"Guelph",76,20,2,54,33,29,0,4,414,126,6,282
2016-07-01,"Hamilton",160,80,30,50,260,87,4,169,1478,546,90,842
2016-07-01,"Kelowna",61,39,8,14,85,52,12,21,873,527,124,222
2016-07-01,"Kitchener",161,90,4,67,185,133,6,46,1097,702,34,361
2016-07-01,"London",132,91,0,41,179,138,2,39,900,588,12,300
2016-07-01,"Montreal",517,251,104,162,436,261,84,91,2209,1017,358,834
2016-07-01,"Oshawa",127,103,4,20,163,92,16,55,1572,969,44,559
2016-07-01,"Ottawa",420,182,48,190,397,177,52,168,2819,1308,224,1287
2016-07-01,"Niagara",106,92,10,4,263,207,24,32,1753,1031,88,634
2016-07-01,"Toronto",995,685,32,278,1640,1140,76,424,16324,9693,1106,5525
2016-07-01,"Vancouver",657,424,34,199,920,495,28,397,8082,4883,358,2841
2016-07-01,"Victoria",103,71,4,28,135,89,22,24,859,674,90,95
2016-07-01,"Windsor",100,74,18,8,131,78,24,29,670,395,104,171
2016-08-01,"Calgary",443,291,68,84,471,331,68,72,3798,2090,660,1048
2016-08-01,"Edmonton",703,408,148,147,619,342,160,117,4754,2436,1214,1104
2016-08-01,"Sudbury",8,8,0,0,26,24,2,0,208,113,28,67
2016-08-01,"Guelph",55,19,2,34,38,19,4,15,397,126,8,263
2016-08-01,"Hamilton",84,42,12,30,79,50,2,27,1473,554,80,839
2016-08-01,"Kelowna",116,90,14,12,149,91,18,40,906,528,128,250
2016-08-01,"Kitchener",123,69,2,52,169,110,16,43,1138,743,46,349
2016-08-01,"London",141,109,4,28,207,135,8,64,959,614,16,329
2016-08-01,"Montreal",380,215,72,93,230,133,40,57,2077,936,324,817
2016-08-01,"Oshawa",136,68,0,68,114,52,2,60,1550,953,46,551
2016-08-01,"Ottawa",348,170,38,140,520,196,44,280,2992,1333,232,1427
2016-08-01,"Niagara",113,66,16,31,188,141,24,23,1828,1106,96,626
2016-08-01,"Toronto",1207,661,56,490,1691,1183,56,452,16805,10212,1106,5487
2016-08-01,"Vancouver",595,354,20,221,712,439,44,229,8199,4968,382,2849
2016-08-01,"Victoria",71,69,2,0,97,68,8,21,885,673,96,116
2016-08-01,"Windsor",83,55,14,14,96,70,16,10,683,410,106,167
2016-09-01,"Calgary",490,324,72,94,681,391,102,188,3982,2154,690,1138
2016-09-01,"Edmonton",738,341,202,195,805,469,198,138,4813,2562,1204,1047
2016-09-01,"Sudbury",17,15,2,0,31,19,0,12,222,117,26,79
2016-09-01,"Guelph",44,16,4,24,58,26,6,26,411,136,10,265
2016-09-01,"Hamilton",147,70,10,67,139,33,0,106,1465,517,70,878
2016-09-01,"Kelowna",115,57,14,44,113,76,16,21,907,547,128,232
2016-09-01,"Kitchener",210,125,2,83,214,175,8,31,1138,793,50,295
2016-09-01,"London",194,129,2,63,174,136,4,34,935,621,18,296
2016-09-01,"Montreal",404,231,62,111,469,266,76,127,2162,972,338,852
2016-09-01,"Oshawa",99,86,0,13,68,44,2,22,1519,911,48,560
2016-09-01,"Ottawa",502,272,60,170,521,328,50,143,3012,1391,220,1401
2016-09-01,"Niagara",240,102,16,122,157,112,24,21,1745,1116,104,525
