"Date","GEO","VALUE","val_norm","SCALAR_FACTOR","UOM","Census_type","Family_type","Statistics"
2014-07-01,"Windsor",8060,8060,"units","Number","Couple families","Family types with 1 child","Number of persons aged 0 to 17 years"
2014-07-01,"Windsor",35540,35540,"units","Number","Couple families","Family types with 1 child","Number of persons aged 18 to 64 years"
2014-07-01,"Windsor",3900,3900,"units","Number","Couple families","Family types with 1 child","Number of persons aged 65 years and over"
2014-07-01,"Windsor",95600,95600,"units","Dollars","Couple families","Family types with 1 child","Median before-tax family income"
2014-07-01,"Windsor",83370,83370,"units","Dollars","Couple families","Family types with 1 child","Median after-tax family income"
2014-07-01,"Windsor",16750,16750,"units","Number","Couple families","Family types with 2 children","Number of families"
2014-07-01,"Windsor",66990,66990,"units","Number","Couple families","Family types with 2 children","Number of persons"
2014-07-01,"Windsor",23610,23610,"units","Number","Couple families","Family types with 2 children","Number of persons aged 0 to 17 years"
2014-07-01,"Windsor",42670,42670,"units","Number","Couple families","Family types with 2 children","Number of persons aged 18 to 64 years"
2014-07-01,"Windsor",710,710,"units","Number","Couple families","Family types with 2 children","Number of persons aged 65 years and over"
2014-07-01,"Windsor",113960,113960,"units","Dollars","Couple families","Family types with 2 children","Median before-tax family income"
2014-07-01,"Windsor",97480,97480,"units","Dollars","Couple families","Family types with 2 children","Median after-tax family income"
2014-07-01,"Windsor",8310,8310,"units","Number","Couple families","Family types with 3 or more children","Number of families"
2014-07-01,"Windsor",44700,44700,"units","Number","Couple families","Family types with 3 or more children","Number of persons"
2014-07-01,"Windsor",21800,21800,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2014-07-01,"Windsor",22780,22780,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2014-07-01,"Windsor",110,110,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 65 years and over"
2014-07-01,"Windsor",100650,100650,"units","Dollars","Couple families","Family types with 3 or more children","Median before-tax family income"
2014-07-01,"Windsor",88780,88780,"units","Dollars","Couple families","Family types with 3 or more children","Median after-tax family income"
2014-07-01,"Windsor",16330,16330,"units","Number","Lone-parent families","Family types with or without children","Number of families"
2014-07-01,"Windsor",42210,42210,"units","Number","Lone-parent families","Family types with or without children","Number of persons"
2014-07-01,"Windsor",17730,17730,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 0 to 17 years"
2014-07-01,"Windsor",22240,22240,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 18 to 64 years"
2014-07-01,"Windsor",2250,2250,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 65 years and over"
2014-07-01,"Windsor",38710,38710,"units","Dollars","Lone-parent families","Family types with or without children","Median before-tax family income"
2014-07-01,"Windsor",37590,37590,"units","Dollars","Lone-parent families","Family types with or without children","Median after-tax family income"
2014-07-01,"Windsor",9640,9640,"units","Number","Lone-parent families","Family types with 1 child","Number of families"
2014-07-01,"Windsor",19280,19280,"units","Number","Lone-parent families","Family types with 1 child","Number of persons"
2014-07-01,"Windsor",5170,5170,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 0 to 17 years"
2014-07-01,"Windsor",12110,12110,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 18 to 64 years"
2014-07-01,"Windsor",1990,1990,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 65 years and over"
2014-07-01,"Windsor",37660,37660,"units","Dollars","Lone-parent families","Family types with 1 child","Median before-tax family income"
2014-07-01,"Windsor",36340,36340,"units","Dollars","Lone-parent families","Family types with 1 child","Median after-tax family income"
2014-07-01,"Windsor",4650,4650,"units","Number","Lone-parent families","Family types with 2 children","Number of families"
2014-07-01,"Windsor",13950,13950,"units","Number","Lone-parent families","Family types with 2 children","Number of persons"
2014-07-01,"Windsor",6780,6780,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 0 to 17 years"
2014-07-01,"Windsor",6950,6950,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 18 to 64 years"
2014-07-01,"Windsor",230,230,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 65 years and over"
2014-07-01,"Windsor",40530,40530,"units","Dollars","Lone-parent families","Family types with 2 children","Median before-tax family income"
2014-07-01,"Windsor",39550,39550,"units","Dollars","Lone-parent families","Family types with 2 children","Median after-tax family income"
2014-07-01,"Windsor",2040,2040,"units","Number","Lone-parent families","Family types with 3 or more children","Number of families"
2014-07-01,"Windsor",8980,8980,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons"
2014-07-01,"Windsor",5780,5780,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2014-07-01,"Windsor",3170,3170,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2014-07-01,"Windsor",30,30,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 65 years and over"
2014-07-01,"Windsor",39030,39030,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median before-tax family income"
