"Date","GEO","VALUE","val_norm","SCALAR_FACTOR","UOM","Census_type","Family_type","Statistics"
2016-07-01,"Victoria",51490,51490,"units","Number","Couple families","Family types without children","Number of families"
2016-07-01,"Victoria",102980,102980,"units","Number","Couple families","Family types without children","Number of persons"
2016-07-01,"Victoria",110,110,"units","Number","Couple families","Family types without children","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",61170,61170,"units","Number","Couple families","Family types without children","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",41700,41700,"units","Number","Couple families","Family types without children","Number of persons aged 65 years and over"
2016-07-01,"Victoria",83930,83930,"units","Dollars","Couple families","Family types without children","Median before-tax family income"
2016-07-01,"Victoria",74610,74610,"units","Dollars","Couple families","Family types without children","Median after-tax family income"
2016-07-01,"Victoria",16960,16960,"units","Number","Couple families","Family types with 1 child","Number of families"
2016-07-01,"Victoria",50880,50880,"units","Number","Couple families","Family types with 1 child","Number of persons"
2016-07-01,"Victoria",9700,9700,"units","Number","Couple families","Family types with 1 child","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",36920,36920,"units","Number","Couple families","Family types with 1 child","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",4260,4260,"units","Number","Couple families","Family types with 1 child","Number of persons aged 65 years and over"
2016-07-01,"Victoria",110230,110230,"units","Dollars","Couple families","Family types with 1 child","Median before-tax family income"
2016-07-01,"Victoria",96060,96060,"units","Dollars","Couple families","Family types with 1 child","Median after-tax family income"
2016-07-01,"Victoria",15680,15680,"units","Number","Couple families","Family types with 2 children","Number of families"
2016-07-01,"Victoria",62740,62740,"units","Number","Couple families","Family types with 2 children","Number of persons"
2016-07-01,"Victoria",23880,23880,"units","Number","Couple families","Family types with 2 children","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",38220,38220,"units","Number","Couple families","Family types with 2 children","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",630,630,"units","Number","Couple families","Family types with 2 children","Number of persons aged 65 years and over"
2016-07-01,"Victoria",126240,126240,"units","Dollars","Couple families","Family types with 2 children","Median before-tax family income"
2016-07-01,"Victoria",108520,108520,"units","Dollars","Couple families","Family types with 2 children","Median after-tax family income"
2016-07-01,"Victoria",4670,4670,"units","Number","Couple families","Family types with 3 or more children","Number of families"
2016-07-01,"Victoria",24680,24680,"units","Number","Couple families","Family types with 3 or more children","Number of persons"
2016-07-01,"Victoria",12360,12360,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",12250,12250,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",70,70,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 65 years and over"
2016-07-01,"Victoria",118920,118920,"units","Dollars","Couple families","Family types with 3 or more children","Median before-tax family income"
2016-07-01,"Victoria",103280,103280,"units","Dollars","Couple families","Family types with 3 or more children","Median after-tax family income"
2016-07-01,"Victoria",12410,12410,"units","Number","Lone-parent families","Family types with or without children","Number of families"
2016-07-01,"Victoria",30080,30080,"units","Number","Lone-parent families","Family types with or without children","Number of persons"
2016-07-01,"Victoria",11360,11360,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",16460,16460,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",2260,2260,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 65 years and over"
2016-07-01,"Victoria",49970,49970,"units","Dollars","Lone-parent families","Family types with or without children","Median before-tax family income"
2016-07-01,"Victoria",46880,46880,"units","Dollars","Lone-parent families","Family types with or without children","Median after-tax family income"
2016-07-01,"Victoria",8340,8340,"units","Number","Lone-parent families","Family types with 1 child","Number of families"
2016-07-01,"Victoria",16680,16680,"units","Number","Lone-parent families","Family types with 1 child","Number of persons"
2016-07-01,"Victoria",4150,4150,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",10480,10480,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",2060,2060,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 65 years and over"
2016-07-01,"Victoria",50440,50440,"units","Dollars","Lone-parent families","Family types with 1 child","Median before-tax family income"
2016-07-01,"Victoria",46890,46890,"units","Dollars","Lone-parent families","Family types with 1 child","Median after-tax family income"
2016-07-01,"Victoria",3160,3160,"units","Number","Lone-parent families","Family types with 2 children","Number of families"
2016-07-01,"Victoria",9490,9490,"units","Number","Lone-parent families","Family types with 2 children","Number of persons"
2016-07-01,"Victoria",4640,4640,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",4670,4670,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",180,180,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 65 years and over"
2016-07-01,"Victoria",50620,50620,"units","Dollars","Lone-parent families","Family types with 2 children","Median before-tax family income"
2016-07-01,"Victoria",47950,47950,"units","Dollars","Lone-parent families","Family types with 2 children","Median after-tax family income"
2016-07-01,"Victoria",910,910,"units","Number","Lone-parent families","Family types with 3 or more children","Number of families"
2016-07-01,"Victoria",3900,3900,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons"
2016-07-01,"Victoria",2570,2570,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",1310,1310,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",NA,NA,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 65 years and over"
2016-07-01,"Victoria",43900,43900,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median before-tax family income"
2016-07-01,"Victoria",42970,42970,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median after-tax family income"
2016-07-01,"Victoria",77510,77510,"units","Number","Persons not in census families","Family types with or without children","Number of families"
2016-07-01,"Victoria",77510,77510,"units","Number","Persons not in census families","Family types with or without children","Number of persons"
2016-07-01,"Victoria",370,370,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",50070,50070,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",27060,27060,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 65 years and over"
2016-07-01,"Victoria",33080,33080,"units","Dollars","Persons not in census families","Family types with or without children","Median before-tax family income"
2016-07-01,"Victoria",30520,30520,"units","Dollars","Persons not in census families","Family types with or without children","Median after-tax family income"
2016-07-01,"Victoria",77510,77510,"units","Number","Persons not in census families","Family types without children","Number of families"
2016-07-01,"Victoria",77510,77510,"units","Number","Persons not in census families","Family types without children","Number of persons"
2016-07-01,"Victoria",370,370,"units","Number","Persons not in census families","Family types without children","Number of persons aged 0 to 17 years"
2016-07-01,"Victoria",50070,50070,"units","Number","Persons not in census families","Family types without children","Number of persons aged 18 to 64 years"
2016-07-01,"Victoria",27060,27060,"units","Number","Persons not in census families","Family types without children","Number of persons aged 65 years and over"
2016-07-01,"Victoria",33080,33080,"units","Dollars","Persons not in census families","Family types without children","Median before-tax family income"
2016-07-01,"Victoria",30520,30520,"units","Dollars","Persons not in census families","Family types without children","Median after-tax family income"
2017-07-01,"Quebec",3996440,3996440,"units","Number","All family units","Family types with or without children","Number of families"
2017-07-01,"Quebec",8160430,8160430,"units","Number","All family units","Family types with or without children","Number of persons"
2017-07-01,"Quebec",1609060,1609060,"units","Number","All family units","Family types with or without children","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",5014390,5014390,"units","Number","All family units","Family types with or without children","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",1536980,1536980,"units","Number","All family units","Family types with or without children","Number of persons aged 65 years and over"
2017-07-01,"Quebec",52600,52600,"units","Dollars","All family units","Family types with or without children","Median before-tax family income"
2017-07-01,"Quebec",46980,46980,"units","Dollars","All family units","Family types with or without children","Median after-tax family income"
2017-07-01,"Quebec",2750000,2750000,"units","Number","All family units","Family types without children","Number of families"
2017-07-01,"Quebec",3783780,3783780,"units","Number","All family units","Family types without children","Number of persons"
2017-07-01,"Quebec",19050,19050,"units","Number","All family units","Family types without children","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",2359610,2359610,"units","Number","All family units","Family types without children","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",1405130,1405130,"units","Number","All family units","Family types without children","Number of persons aged 65 years and over"
2017-07-01,"Quebec",40430,40430,"units","Dollars","All family units","Family types without children","Median before-tax family income"
2017-07-01,"Quebec",36640,36640,"units","Dollars","All family units","Family types without children","Median after-tax family income"
2017-07-01,"Quebec",571700,571700,"units","Number","All family units","Family types with 1 child","Number of families"
2017-07-01,"Quebec",1515330,1515330,"units","Number","All family units","Family types with 1 child","Number of persons"
2017-07-01,"Quebec",305230,305230,"units","Number","All family units","Family types with 1 child","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",1095230,1095230,"units","Number","All family units","Family types with 1 child","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",114870,114870,"units","Number","All family units","Family types with 1 child","Number of persons aged 65 years and over"
2017-07-01,"Quebec",79580,79580,"units","Dollars","All family units","Family types with 1 child","Median before-tax family income"
2017-07-01,"Quebec",69580,69580,"units","Dollars","All family units","Family types with 1 child","Median after-tax family income"
2017-07-01,"Quebec",468750,468750,"units","Number","All family units","Family types with 2 children","Number of families"
2017-07-01,"Quebec",1788440,1788440,"units","Number","All family units","Family types with 2 children","Number of persons"
2017-07-01,"Quebec",715580,715580,"units","Number","All family units","Family types with 2 children","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",1058080,1058080,"units","Number","All family units","Family types with 2 children","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",14790,14790,"units","Number","All family units","Family types with 2 children","Number of persons aged 65 years and over"
2017-07-01,"Quebec",105150,105150,"units","Dollars","All family units","Family types with 2 children","Median before-tax family income"
2017-07-01,"Quebec",90410,90410,"units","Dollars","All family units","Family types with 2 children","Median after-tax family income"
2017-07-01,"Quebec",205990,205990,"units","Number","All family units","Family types with 3 or more children","Number of families"
2017-07-01,"Quebec",1072880,1072880,"units","Number","All family units","Family types with 3 or more children","Number of persons"
2017-07-01,"Quebec",569200,569200,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",501480,501480,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",2200,2200,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 65 years and over"
2017-07-01,"Quebec",99180,99180,"units","Dollars","All family units","Family types with 3 or more children","Median before-tax family income"
2017-07-01,"Quebec",88270,88270,"units","Dollars","All family units","Family types with 3 or more children","Median after-tax family income"
2017-07-01,"Quebec",2280230,2280230,"units","Number","All census families","Family types with or without children","Number of families"
2017-07-01,"Quebec",6444220,6444220,"units","Number","All census families","Family types with or without children","Number of persons"
2017-07-01,"Quebec",1592710,1592710,"units","Number","All census families","Family types with or without children","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",3917760,3917760,"units","Number","All census families","Family types with or without children","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",933750,933750,"units","Number","All census families","Family types with or without children","Number of persons aged 65 years and over"
2017-07-01,"Quebec",80550,80550,"units","Dollars","All census families","Family types with or without children","Median before-tax family income"
2017-07-01,"Quebec",70250,70250,"units","Dollars","All census families","Family types with or without children","Median after-tax family income"
2017-07-01,"Quebec",1033790,1033790,"units","Number","All census families","Family types without children","Number of families"
2017-07-01,"Quebec",2067580,2067580,"units","Number","All census families","Family types without children","Number of persons"
2017-07-01,"Quebec",2690,2690,"units","Number","All census families","Family types without children","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",1262980,1262980,"units","Number","All census families","Family types without children","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",801900,801900,"units","Number","All census families","Family types without children","Number of persons aged 65 years and over"
2017-07-01,"Quebec",69190,69190,"units","Dollars","All census families","Family types without children","Median before-tax family income"
2017-07-01,"Quebec",60710,60710,"units","Dollars","All census families","Family types without children","Median after-tax family income"
2017-07-01,"Quebec",571700,571700,"units","Number","All census families","Family types with 1 child","Number of families"
2017-07-01,"Quebec",1515330,1515330,"units","Number","All census families","Family types with 1 child","Number of persons"
2017-07-01,"Quebec",305230,305230,"units","Number","All census families","Family types with 1 child","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",1095230,1095230,"units","Number","All census families","Family types with 1 child","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",114870,114870,"units","Number","All census families","Family types with 1 child","Number of persons aged 65 years and over"
2017-07-01,"Quebec",79580,79580,"units","Dollars","All census families","Family types with 1 child","Median before-tax family income"
2017-07-01,"Quebec",69580,69580,"units","Dollars","All census families","Family types with 1 child","Median after-tax family income"
2017-07-01,"Quebec",468750,468750,"units","Number","All census families","Family types with 2 children","Number of families"
2017-07-01,"Quebec",1788440,1788440,"units","Number","All census families","Family types with 2 children","Number of persons"
2017-07-01,"Quebec",715580,715580,"units","Number","All census families","Family types with 2 children","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",1058080,1058080,"units","Number","All census families","Family types with 2 children","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",14790,14790,"units","Number","All census families","Family types with 2 children","Number of persons aged 65 years and over"
2017-07-01,"Quebec",105150,105150,"units","Dollars","All census families","Family types with 2 children","Median before-tax family income"
2017-07-01,"Quebec",90410,90410,"units","Dollars","All census families","Family types with 2 children","Median after-tax family income"
2017-07-01,"Quebec",205990,205990,"units","Number","All census families","Family types with 3 or more children","Number of families"
2017-07-01,"Quebec",1072880,1072880,"units","Number","All census families","Family types with 3 or more children","Number of persons"
2017-07-01,"Quebec",569200,569200,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2017-07-01,"Quebec",501480,501480,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2017-07-01,"Quebec",2200,2200,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 65 years and over"
2017-07-01,"Quebec",99180,99180,"units","Dollars","All census families","Family types with 3 or more children","Median before-tax family income"
2017-07-01,"Quebec",88270,88270,"units","Dollars","All census families","Family types with 3 or more children","Median after-tax family income"
