"GEO","Date","Inc_allcpl","Inc_cpl_nk","Inc_cpl_1k","Inc_cpl_kids"
"Guelph",2013-06-01,82204,68493,87686,99311
"Guelph",2013-07-01,82420,68530,88080,99690
"Guelph",2013-08-01,82634,68583,88453,100056
"Guelph",2013-09-01,82846,68651,88805,100410
"Guelph",2013-10-01,83056,68733,89137,100752
"Guelph",2013-11-01,83265,68829,89450,101083
"Guelph",2013-12-01,83471,68937,89744,101404
"Guelph",2014-01-01,83675,69057,90022,101714
"Guelph",2014-02-01,83878,69188,90282,102016
"Guelph",2014-03-01,84078,69328,90528,102308
"Guelph",2014-04-01,84277,69477,90758,102593
"Guelph",2014-05-01,84473,69635,90975,102870
"Guelph",2014-06-01,84667,69799,91178,103141
"Guelph",2014-07-01,84860,69970,91370,103405
"Guelph",2014-08-01,85050,70146,91550,103664
"Guelph",2014-09-01,85238,70326,91719,103918
"Guelph",2014-10-01,85424,70507,91877,104168
"Guelph",2014-11-01,85605,70690,92024,104415
"Guelph",2014-12-01,85784,70871,92160,104660
"Guelph",2015-01-01,85958,71049,92286,104904
"Guelph",2015-02-01,86127,71223,92401,105147
"Guelph",2015-03-01,86291,71391,92505,105390
"Guelph",2015-04-01,86450,71551,92599,105635
"Guelph",2015-05-01,86603,71702,92683,105882
"Guelph",2015-06-01,86750,71842,92756,106131
"Guelph",2015-07-01,86890,71970,92820,106385
"Guelph",2015-08-01,87023,72084,92874,106643
"Guelph",2015-09-01,87151,72186,92923,106905
"Guelph",2015-10-01,87275,72278,92969,107171
"Guelph",2015-11-01,87396,72361,93017,107441
"Guelph",2015-12-01,87518,72439,93070,107714
"Guelph",2016-01-01,87641,72512,93133,107990
"Guelph",2016-02-01,87766,72584,93210,108269
"Guelph",2016-03-01,87897,72655,93304,108550
"Guelph",2016-04-01,88034,72728,93419,108833
"Guelph",2016-05-01,88179,72806,93559,109117
"Guelph",2016-06-01,88334,72889,93728,109403
"Guelph",2016-07-01,88500,72980,93930,109690
"Guelph",2016-08-01,88679,73081,94167,109978
"Guelph",2016-09-01,88870,73190,94437,110266
"Guelph",2016-10-01,89071,73308,94735,110557
"Guelph",2016-11-01,89281,73432,95057,110851
"Guelph",2016-12-01,89498,73563,95398,111148
"Guelph",2017-01-01,89720,73698,95753,111449
"Guelph",2017-02-01,89947,73838,96120,111754
"Guelph",2017-03-01,90176,73980,96493,112066
"Guelph",2017-04-01,90407,74125,96868,112383
"Guelph",2017-05-01,90637,74270,97240,112708
"Guelph",2017-06-01,90865,74416,97606,113040
"Guelph",2017-07-01,91090,74560,97960,113380
"Guelph",2017-08-01,91310,74702,98300,113729
"Guelph",2017-09-01,91526,74843,98626,114085
"Guelph",2017-10-01,91738,74982,98938,114446
"Guelph",2017-11-01,91946,75119,99239,114810
"Guelph",2017-12-01,92151,75255,99529,115175
"Guelph",2018-01-01,92353,75389,99810,115539
"Guelph",2018-02-01,92553,75521,100083,115900
"Guelph",2018-03-01,92750,75653,100349,116257
"Guelph",2018-04-01,92946,75784,100610,116606
"Guelph",2018-05-01,93142,75913,100866,116947
"Guelph",2018-06-01,93336,76042,101119,117277
"Guelph",2018-07-01,93530,76170,101370,117595
"Guelph",2018-08-01,93724,76297,101620,117898
"Guelph",2018-09-01,93919,76424,101870,118185
"Guelph",2018-10-01,94113,76550,102119,118454
"Guelph",2018-11-01,94308,76675,102368,118704
"Guelph",2018-12-01,94503,76799,102616,118934
"Guelph",2019-01-01,94699,76922,102865,119142
"Guelph",2019-02-01,94894,77044,103113,119327
"Guelph",2019-03-01,95091,77164,103362,119487
"Guelph",2019-04-01,95287,77283,103611,119620
"Guelph",2019-05-01,95484,77400,103860,119726
"Guelph",2019-06-01,95682,77516,104110,119803
"Guelph",2019-07-01,95880,77630,104360,119850
"Guelph",2019-08-01,96079,77742,104611,119865
"Guelph",2019-09-01,96278,77852,104863,119846
"Guelph",2019-10-01,96478,77961,105116,119792
"Guelph",2019-11-01,96678,78067,105369,119702
"Guelph",2019-12-01,96880,78170,105624,119575
"Guelph",2020-01-01,97082,78272,105881,119408
"Guelph",2020-02-01,97285,78371,106138,119201
"Guelph",2020-03-01,97488,78467,106398,118952
"Guelph",2020-04-01,97693,78561,106658,118659
"Guelph",2020-05-01,97898,78652,106921,118322
"Guelph",2020-06-01,98104,78740,107185,117938
"Guelph",2020-07-01,98311,78825,107452,117506
"Guelph",2020-08-01,98519,78907,107720,117025
"Guelph",2020-09-01,98729,78985,107991,116494
"Guelph",2020-10-01,98939,79061,108264,115910
"Guelph",2020-11-01,99150,79133,108540,115273
"Guelph",2020-12-01,99363,79201,108818,114581
"Guelph",2021-01-01,99576,79266,109098,113833
"Guelph",2021-02-01,99791,79327,109382,113027
"Guelph",2021-03-01,100007,79385,109668,112162
"Guelph",2021-04-01,100224,79438,109958,111235
"Guelph",2021-05-01,100443,79488,110250,110247
"Guelph",2021-06-01,100663,79533,110546,109195
"Guelph",2021-07-01,100884,79574,110845,108079
"Guelph",2021-08-01,101107,79610,111148,106895
"Guelph",2021-09-01,101331,79643,111454,105644
"Guelph",2021-10-01,101556,79670,111764,104324
"Guelph",2021-11-01,101783,79693,112078,102932
"Guelph",2021-12-01,102012,79712,112396,101469
"Hamilton",2013-01-01,77561,63837,85356,93744
"Hamilton",2013-02-01,77751,63857,85661,94122
"Hamilton",2013-03-01,77944,63891,85955,94498
"Hamilton",2013-04-01,78140,63938,86240,94872
"Hamilton",2013-05-01,78338,63997,86515,95244
"Hamilton",2013-06-01,78538,64068,86782,95613
"Hamilton",2013-07-01,78740,64150,87040,95980
"Hamilton",2013-08-01,78944,64242,87290,96344
"Hamilton",2013-09-01,79149,64344,87532,96706
"Hamilton",2013-10-01,79355,64455,87767,97065
"Hamilton",2013-11-01,79563,64575,87994,97421
"Hamilton",2013-12-01,79771,64702,88216,97774
"Hamilton",2014-01-01,79980,64836,88430,98123
"Hamilton",2014-02-01,80189,64976,88639,98470
"Hamilton",2014-03-01,80398,65123,88843,98813
"Hamilton",2014-04-01,80607,65274,89041,99153
"Hamilton",2014-05-01,80815,65429,89235,99489
"Hamilton",2014-06-01,81023,65588,89425,99821
"Hamilton",2014-07-01,81230,65750,89610,100150
"Hamilton",2014-08-01,81436,65914,89792,100475
"Hamilton",2014-09-01,81640,66079,89970,100794
"Hamilton",2014-10-01,81841,66244,90146,101108
"Hamilton",2014-11-01,82038,66406,90319,101415
"Hamilton",2014-12-01,82231,66566,90489,101714
"Hamilton",2015-01-01,82419,66720,90657,102005
"Hamilton",2015-02-01,82601,66869,90823,102286
"Hamilton",2015-03-01,82776,67010,90987,102556
"Hamilton",2015-04-01,82943,67142,91149,102814
"Hamilton",2015-05-01,83102,67263,91310,103060
"Hamilton",2015-06-01,83251,67373,91471,103292
"Hamilton",2015-07-01,83390,67470,91630,103510
"Hamilton",2015-08-01,83519,67553,91789,103713
"Hamilton",2015-09-01,83638,67623,91948,103904
"Hamilton",2015-10-01,83751,67684,92109,104085
"Hamilton",2015-11-01,83859,67736,92272,104262
"Hamilton",2015-12-01,83965,67784,92438,104436
"Hamilton",2016-01-01,84071,67827,92608,104610
"Hamilton",2016-02-01,84179,67870,92782,104790
"Hamilton",2016-03-01,84290,67915,92963,104976
"Hamilton",2016-04-01,84408,67963,93150,105174
"Hamilton",2016-05-01,84534,68016,93345,105386
"Hamilton",2016-06-01,84671,68078,93548,105615
"Hamilton",2016-07-01,84820,68150,93760,105865
"Hamilton",2016-08-01,84984,68234,93982,106138
"Hamilton",2016-09-01,85161,68330,94215,106433
"Hamilton",2016-10-01,85351,68438,94456,106748
"Hamilton",2016-11-01,85552,68555,94707,107080
"Hamilton",2016-12-01,85763,68682,94967,107426
"Hamilton",2017-01-01,85984,68819,95235,107786
"Hamilton",2017-02-01,86213,68963,95511,108156
"Hamilton",2017-03-01,86449,69114,95795,108535
"Hamilton",2017-04-01,86691,69273,96086,108919
"Hamilton",2017-05-01,86937,69437,96384,109307
"Hamilton",2017-06-01,87187,69606,96689,109696
"Hamilton",2017-07-01,87440,69780,97000,110085
"Hamilton",2017-08-01,87694,69957,97317,110471
"Hamilton",2017-09-01,87949,70138,97638,110853
"Hamilton",2017-10-01,88205,70320,97962,111231
"Hamilton",2017-11-01,88460,70504,98289,111605
"Hamilton",2017-12-01,88715,70689,98616,111974
"Hamilton",2018-01-01,88968,70873,98942,112337
"Hamilton",2018-02-01,89220,71057,99266,112694
"Hamilton",2018-03-01,89470,71240,99587,113044
"Hamilton",2018-04-01,89718,71420,99903,113387
"Hamilton",2018-05-01,89962,71597,100213,113723
"Hamilton",2018-06-01,90203,71771,100516,114051
"Hamilton",2018-07-01,90440,71940,100810,114370
"Hamilton",2018-08-01,90672,72104,101094,114680
"Hamilton",2018-09-01,90899,72262,101367,114980
"Hamilton",2018-10-01,91121,72414,101628,115270
"Hamilton",2018-11-01,91336,72558,101876,115547
"Hamilton",2018-12-01,91543,72694,102109,115813
"Hamilton",2019-01-01,91744,72822,102326,116065
"Hamilton",2019-02-01,91936,72940,102527,116303
"Hamilton",2019-03-01,92119,73047,102710,116526
"Hamilton",2019-04-01,92292,73144,102874,116733
"Hamilton",2019-05-01,92456,73229,103017,116923
"Hamilton",2019-06-01,92609,73301,103140,117096
"Hamilton",2019-07-01,92750,73360,103240,117250
"Hamilton",2019-08-01,92879,73405,103317,117385
"Hamilton",2019-09-01,92996,73436,103369,117500
"Hamilton",2019-10-01,93100,73451,103395,117594
"Hamilton",2019-11-01,93190,73450,103394,117666
"Hamilton",2019-12-01,93265,73432,103365,117716
"Hamilton",2020-01-01,93325,73396,103307,117742
"Hamilton",2020-02-01,93370,73342,103219,117744
"Hamilton",2020-03-01,93398,73269,103100,117720
"Hamilton",2020-04-01,93410,73176,102948,117670
"Hamilton",2020-05-01,93403,73063,102762,117594
"Hamilton",2020-06-01,93379,72928,102541,117490
"Hamilton",2020-07-01,93336,72771,102285,117357
"Hamilton",2020-08-01,93273,72591,101991,117194
"Hamilton",2020-09-01,93191,72388,101660,117002
"Hamilton",2020-10-01,93088,72161,101289,116778
"Hamilton",2020-11-01,92963,71909,100877,116522
"Hamilton",2020-12-01,92817,71631,100424,116233
"Hamilton",2021-01-01,92648,71326,99928,115911
"Hamilton",2021-02-01,92456,70995,99389,115554
"Hamilton",2021-03-01,92240,70635,98804,115161
"Hamilton",2021-04-01,92000,70247,98174,114732
"Hamilton",2021-05-01,91735,69829,97496,114266
"Hamilton",2021-06-01,91445,69381,96770,113763
"Hamilton",2021-07-01,91128,68903,95995,113220
"Hamilton",2021-08-01,90784,68393,95168,112638
"Hamilton",2021-09-01,90413,67850,94291,112015
"Hamilton",2021-10-01,90014,67275,93360,111351
"Hamilton",2021-11-01,89586,66665,92375,110644
"Hamilton",2021-12-01,89129,66021,91335,109895
"Kelowna",2013-01-01,72828,62313,85262,91258
"Kelowna",2013-02-01,73018,62514,85384,91614
"Kelowna",2013-03-01,73208,62711,85524,91971
"Kelowna",2013-04-01,73400,62902,85679,92329
"Kelowna",2013-05-01,73593,63089,85849,92686
"Kelowna",2013-06-01,73786,63272,86033,93043
"Kelowna",2013-07-01,73980,63450,86230,93400
"Kelowna",2013-08-01,74174,63624,86439,93756
"Kelowna",2013-09-01,74369,63793,86658,94112
"Kelowna",2013-10-01,74563,63959,86888,94466
"Kelowna",2013-11-01,74757,64121,87126,94820
"Kelowna",2013-12-01,74952,64279,87373,95172
"Kelowna",2014-01-01,75145,64433,87627,95522
"Kelowna",2014-02-01,75338,64584,87886,95871
"Kelowna",2014-03-01,75531,64731,88151,96217
"Kelowna",2014-04-01,75722,64876,88419,96562
"Kelowna",2014-05-01,75913,65017,88691,96904
"Kelowna",2014-06-01,76102,65155,88965,97243
"Kelowna",2014-07-01,76290,65290,89240,97580
"Kelowna",2014-08-01,76476,65422,89515,97913
"Kelowna",2014-09-01,76660,65552,89786,98242
"Kelowna",2014-10-01,76838,65678,90050,98563
"Kelowna",2014-11-01,77012,65800,90303,98876
"Kelowna",2014-12-01,77178,65918,90542,99177
"Kelowna",2015-01-01,77335,66031,90763,99466
"Kelowna",2015-02-01,77483,66140,90961,99740
"Kelowna",2015-03-01,77619,66244,91135,99997
"Kelowna",2015-04-01,77742,66342,91279,100235
"Kelowna",2015-05-01,77851,66434,91390,100452
"Kelowna",2015-06-01,77944,66520,91465,100646
"Kelowna",2015-07-01,78020,66600,91500,100815
"Kelowna",2015-08-01,78079,66673,91493,100959
"Kelowna",2015-09-01,78124,66742,91453,101083
"Kelowna",2015-10-01,78160,66807,91388,101194
"Kelowna",2015-11-01,78193,66872,91308,101299
"Kelowna",2015-12-01,78226,66938,91224,101405
"Kelowna",2016-01-01,78265,67007,91145,101519
"Kelowna",2016-02-01,78316,67081,91080,101647
"Kelowna",2016-03-01,78382,67163,91040,101798
"Kelowna",2016-04-01,78468,67253,91034,101977
"Kelowna",2016-05-01,78580,67355,91072,102191
"Kelowna",2016-06-01,78722,67470,91164,102448
"Kelowna",2016-07-01,78900,67600,91320,102755
"Kelowna",2016-08-01,79116,67746,91545,103116
"Kelowna",2016-09-01,79366,67908,91834,103525
"Kelowna",2016-10-01,79643,68081,92175,103974
"Kelowna",2016-11-01,79943,68264,92558,104456
"Kelowna",2016-12-01,80258,68454,92974,104962
"Kelowna",2017-01-01,80583,68648,93411,105484
"Kelowna",2017-02-01,80911,68845,93859,106014
"Kelowna",2017-03-01,81237,69041,94308,106544
"Kelowna",2017-04-01,81553,69234,94748,107066
"Kelowna",2017-05-01,81855,69421,95169,107573
"Kelowna",2017-06-01,82136,69601,95560,108055
"Kelowna",2017-07-01,82390,69770,95910,108505
"Kelowna",2017-08-01,82612,69927,96212,108917
"Kelowna",2017-09-01,82805,70072,96470,109292
"Kelowna",2017-10-01,82971,70206,96687,109632
"Kelowna",2017-11-01,83116,70333,96871,109943
"Kelowna",2017-12-01,83241,70452,97026,110226
"Kelowna",2018-01-01,83351,70565,97157,110484
"Kelowna",2018-02-01,83450,70674,97270,110722
"Kelowna",2018-03-01,83542,70781,97371,110942
"Kelowna",2018-04-01,83628,70886,97465,111146
"Kelowna",2018-05-01,83715,70992,97558,111340
"Kelowna",2018-06-01,83804,71099,97654,111525
"Kelowna",2018-07-01,83900,71210,97760,111705
"Kelowna",2018-08-01,84006,71325,97880,111883
"Kelowna",2018-09-01,84124,71446,98017,112059
"Kelowna",2018-10-01,84255,71573,98173,112236
"Kelowna",2018-11-01,84402,71706,98351,112413
"Kelowna",2018-12-01,84566,71847,98553,112592
"Kelowna",2019-01-01,84749,71996,98782,112774
"Kelowna",2019-02-01,84952,72154,99038,112960
"Kelowna",2019-03-01,85176,72322,99326,113150
"Kelowna",2019-04-01,85425,72499,99646,113345
"Kelowna",2019-05-01,85699,72688,100003,113548
"Kelowna",2019-06-01,86000,72888,100396,113757
"Kelowna",2019-07-01,86330,73100,100830,113975
"Kelowna",2019-08-01,86690,73325,101306,114202
"Kelowna",2019-09-01,87083,73564,101827,114440
"Kelowna",2019-10-01,87509,73817,102394,114688
"Kelowna",2019-11-01,87970,74085,103011,114949
"Kelowna",2019-12-01,88469,74369,103679,115223
"Kelowna",2020-01-01,89007,74669,104400,115510
"Kelowna",2020-02-01,89585,74986,105178,115813
"Kelowna",2020-03-01,90205,75321,106014,116131
"Kelowna",2020-04-01,90869,75674,106911,116466
"Kelowna",2020-05-01,91578,76046,107871,116819
"Kelowna",2020-06-01,92335,76438,108896,117191
"Kelowna",2020-07-01,93141,76851,109988,117582
"Kelowna",2020-08-01,93997,77284,111150,117994
"Kelowna",2020-09-01,94906,77739,112384,118427
"Kelowna",2020-10-01,95868,78217,113693,118883
"Kelowna",2020-11-01,96886,78718,115078,119362
"Kelowna",2020-12-01,97961,79243,116542,119865
"Kelowna",2021-01-01,99095,79792,118087,120394
"Kelowna",2021-02-01,100290,80367,119716,120948
"Kelowna",2021-03-01,101547,80967,121431,121530
"Kelowna",2021-04-01,102869,81594,123234,122140
"Kelowna",2021-05-01,104255,82249,125127,122779
"Kelowna",2021-06-01,105710,82931,127113,123447
"Kelowna",2021-07-01,107233,83642,129194,124147
"Kelowna",2021-08-01,108827,84382,131372,124878
"Kelowna",2021-09-01,110493,85152,133650,125642
"Kelowna",2021-10-01,112233,85953,136029,126440
"Kelowna",2021-11-01,114049,86785,138513,127272
"Kelowna",2021-12-01,115943,87650,141103,128140
"Kitchener",2013-01-01,76950,63037,84647,92356
"Kitchener",2013-02-01,77080,63145,84687,92352
"Kitchener",2013-03-01,77215,63255,84738,92380
"Kitchener",2013-04-01,77355,63367,84800,92437
"Kitchener",2013-05-01,77499,63480,84874,92523
"Kitchener",2013-06-01,77648,63594,84957,92636
"Kitchener",2013-07-01,77800,63710,85050,92775
"Kitchener",2013-08-01,77956,63827,85153,92938
"Kitchener",2013-09-01,78116,63945,85264,93124
"Kitchener",2013-10-01,78278,64064,85384,93330
"Kitchener",2013-11-01,78444,64184,85512,93557
"Kitchener",2013-12-01,78613,64304,85648,93802
"Kitchener",2014-01-01,78784,64426,85791,94064
"Kitchener",2014-02-01,78957,64549,85941,94342
"Kitchener",2014-03-01,79133,64672,86098,94633
"Kitchener",2014-04-01,79310,64796,86261,94937
"Kitchener",2014-05-01,79489,64920,86429,95252
"Kitchener",2014-06-01,79669,65045,86602,95577
"Kitchener",2014-07-01,79850,65170,86780,95910
"Kitchener",2014-08-01,80032,65296,86962,96249
"Kitchener",2014-09-01,80214,65421,87148,96593
"Kitchener",2014-10-01,80396,65547,87336,96938
"Kitchener",2014-11-01,80576,65673,87526,97282
"Kitchener",2014-12-01,80755,65798,87717,97623
"Kitchener",2015-01-01,80930,65923,87908,97957
"Kitchener",2015-02-01,81103,66047,88097,98282
"Kitchener",2015-03-01,81271,66170,88285,98596
"Kitchener",2015-04-01,81435,66292,88470,98896
"Kitchener",2015-05-01,81593,66413,88652,99179
"Kitchener",2015-06-01,81745,66532,88829,99443
"Kitchener",2015-07-01,81890,66650,89000,99685
"Kitchener",2015-08-01,82028,66766,89166,99904
"Kitchener",2015-09-01,82160,66881,89326,100101
"Kitchener",2015-10-01,82288,66994,89483,100280
"Kitchener",2015-11-01,82413,67107,89639,100444
"Kitchener",2015-12-01,82536,67220,89793,100596
"Kitchener",2016-01-01,82661,67333,89949,100739
"Kitchener",2016-02-01,82787,67446,90106,100877
"Kitchener",2016-03-01,82918,67560,90268,101011
"Kitchener",2016-04-01,83054,67675,90435,101147
"Kitchener",2016-05-01,83197,67791,90608,101285
"Kitchener",2016-06-01,83348,67909,90789,101430
"Kitchener",2016-07-01,83510,68030,90980,101585
"Kitchener",2016-08-01,83683,68153,91181,101752
"Kitchener",2016-09-01,83867,68278,91393,101932
"Kitchener",2016-10-01,84061,68406,91615,102123
"Kitchener",2016-11-01,84262,68534,91847,102327
"Kitchener",2016-12-01,84470,68664,92088,102542
"Kitchener",2017-01-01,84684,68795,92338,102768
"Kitchener",2017-02-01,84902,68927,92596,103006
"Kitchener",2017-03-01,85123,69058,92862,103254
"Kitchener",2017-04-01,85345,69190,93136,103512
"Kitchener",2017-05-01,85568,69321,93417,103780
"Kitchener",2017-06-01,85790,69451,93705,104058
"Kitchener",2017-07-01,86010,69580,94000,104345
"Kitchener",2017-08-01,86227,69708,94300,104641
"Kitchener",2017-09-01,86440,69833,94606,104945
"Kitchener",2017-10-01,86650,69957,94915,105255
"Kitchener",2017-11-01,86857,70079,95226,105571
"Kitchener",2017-12-01,87060,70198,95538,105891
"Kitchener",2018-01-01,87261,70315,95851,106214
"Kitchener",2018-02-01,87458,70429,96162,106538
"Kitchener",2018-03-01,87652,70540,96472,106862
"Kitchener",2018-04-01,87843,70648,96777,107186
"Kitchener",2018-05-01,88032,70752,97078,107508
"Kitchener",2018-06-01,88217,70853,97372,107826
"Kitchener",2018-07-01,88400,70950,97660,108140
"Kitchener",2018-08-01,88580,71043,97939,108448
"Kitchener",2018-09-01,88757,71132,98209,108749
"Kitchener",2018-10-01,88931,71216,98468,109042
"Kitchener",2018-11-01,89101,71295,98716,109326
"Kitchener",2018-12-01,89268,71369,98952,109600
"Kitchener",2019-01-01,89432,71438,99173,109864
"Kitchener",2019-02-01,89591,71502,99380,110114
"Kitchener",2019-03-01,89746,71560,99572,110352
"Kitchener",2019-04-01,89897,71612,99746,110576
"Kitchener",2019-05-01,90043,71658,99903,110784
"Kitchener",2019-06-01,90184,71697,100042,110976
"Kitchener",2019-07-01,90320,71730,100160,111150
"Kitchener",2019-08-01,90451,71756,100257,111306
"Kitchener",2019-09-01,90577,71775,100333,111442
"Kitchener",2019-10-01,90696,71786,100386,111558
"Kitchener",2019-11-01,90810,71790,100414,111652
"Kitchener",2019-12-01,90918,71786,100418,111724
"Kitchener",2020-01-01,91020,71773,100395,111772
"Kitchener",2020-02-01,91115,71753,100346,111795
"Kitchener",2020-03-01,91204,71724,100268,111792
"Kitchener",2020-04-01,91286,71686,100161,111763
"Kitchener",2020-05-01,91360,71639,100024,111705
"Kitchener",2020-06-01,91427,71583,99855,111618
"Kitchener",2020-07-01,91487,71518,99654,111502
"Kitchener",2020-08-01,91539,71442,99420,111354
"Kitchener",2020-09-01,91583,71357,99151,111174
"Kitchener",2020-10-01,91619,71261,98847,110961
"Kitchener",2020-11-01,91647,71155,98507,110714
"Kitchener",2020-12-01,91666,71039,98128,110431
"Kitchener",2021-01-01,91676,70911,97712,110112
"Kitchener",2021-02-01,91677,70772,97255,109756
"Kitchener",2021-03-01,91669,70622,96758,109361
"Kitchener",2021-04-01,91652,70460,96219,108926
"Kitchener",2021-05-01,91625,70287,95638,108451
"Kitchener",2021-06-01,91588,70101,95013,107935
"Kitchener",2021-07-01,91542,69903,94343,107375
"Kitchener",2021-08-01,91485,69692,93627,106772
"Kitchener",2021-09-01,91417,69468,92864,106124
"Kitchener",2021-10-01,91339,69232,92053,105431
"Kitchener",2021-11-01,91250,68982,91193,104690
"Kitchener",2021-12-01,91150,68718,90283,103902
"London",2013-01-01,73713,63001,80289,87394
"London",2013-02-01,73675,62955,80419,87482
"London",2013-03-01,73659,62927,80558,87591
"London",2013-04-01,73665,62916,80705,87722
"London",2013-05-01,73691,62922,80860,87871
"London",2013-06-01,73736,62944,81022,88039
"London",2013-07-01,73800,62980,81190,88225
"London",2013-08-01,73881,63031,81365,88427
"London",2013-09-01,73978,63094,81545,88643
"London",2013-10-01,74091,63171,81731,88874
"London",2013-11-01,74218,63259,81921,89118
"London",2013-12-01,74358,63357,82116,89373
"London",2014-01-01,74510,63466,82314,89638
"London",2014-02-01,74673,63583,82516,89913
"London",2014-03-01,74846,63709,82721,90197
"London",2014-04-01,75029,63843,82928,90487
"London",2014-05-01,75219,63983,83138,90784
"London",2014-06-01,75417,64129,83348,91085
"London",2014-07-01,75620,64280,83560,91390
"London",2014-08-01,75828,64435,83772,91697
"London",2014-09-01,76039,64593,83984,92005
"London",2014-10-01,76251,64751,84194,92310
"London",2014-11-01,76462,64910,84402,92609
"London",2014-12-01,76670,65067,84607,92901
"London",2015-01-01,76872,65220,84807,93182
"London",2015-02-01,77067,65369,85003,93451
"London",2015-03-01,77252,65512,85192,93703
"London",2015-04-01,77426,65647,85375,93938
"London",2015-05-01,77587,65772,85549,94151
"London",2015-06-01,77732,65887,85714,94341
"London",2015-07-01,77860,65990,85870,94505
"London",2015-08-01,77969,66080,86015,94641
"London",2015-09-01,78061,66158,86151,94754
"London",2015-10-01,78140,66225,86279,94847
"London",2015-11-01,78208,66285,86400,94926
"London",2015-12-01,78269,66338,86516,94996
"London",2016-01-01,78326,66387,86628,95060
"London",2016-02-01,78381,66432,86738,95125
"London",2016-03-01,78437,66477,86847,95194
"London",2016-04-01,78498,66522,86956,95273
"London",2016-05-01,78567,66570,87067,95366
"London",2016-06-01,78647,66622,87181,95479
"London",2016-07-01,78740,66680,87300,95615
"London",2016-08-01,78849,66746,87425,95779
"London",2016-09-01,78974,66819,87556,95968
"London",2016-10-01,79113,66900,87696,96180
"London",2016-11-01,79265,66987,87845,96413
"London",2016-12-01,79429,67082,88004,96663
"London",2017-01-01,79603,67182,88174,96927
"London",2017-02-01,79786,67289,88356,97203
"London",2017-03-01,79978,67401,88552,97487
"London",2017-04-01,80176,67518,88762,97777
"London",2017-05-01,80380,67641,88988,98071
"London",2017-06-01,80589,67768,89230,98364
"London",2017-07-01,80800,67900,89490,98655
"London",2017-08-01,81013,68036,89768,98941
"London",2017-09-01,81228,68175,90061,99221
"London",2017-10-01,81442,68317,90367,99496
"London",2017-11-01,81657,68461,90684,99765
"London",2017-12-01,81870,68606,91008,100029
"London",2018-01-01,82082,68752,91336,100288
"London",2018-02-01,82290,68899,91666,100541
"London",2018-03-01,82496,69044,91994,100788
"London",2018-04-01,82697,69189,92319,101030
"London",2018-05-01,82894,69332,92637,101267
"London",2018-06-01,83085,69473,92945,101499
"London",2018-07-01,83270,69610,93240,101725
"London",2018-08-01,83448,69744,93520,101946
"London",2018-09-01,83618,69873,93783,102161
"London",2018-10-01,83779,69997,94026,102369
"London",2018-11-01,83931,70116,94248,102571
"London",2018-12-01,84072,70229,94446,102765
"London",2019-01-01,84202,70335,94619,102951
"London",2019-02-01,84320,70434,94763,103128
"London",2019-03-01,84425,70526,94878,103296
"London",2019-04-01,84517,70608,94962,103454
"London",2019-05-01,84593,70682,95011,103602
"London",2019-06-01,84655,70746,95025,103739
"London",2019-07-01,84700,70800,95000,103865
"London",2019-08-01,84728,70843,94935,103979
"London",2019-09-01,84738,70875,94829,104080
"London",2019-10-01,84730,70895,94678,104168
"London",2019-11-01,84701,70902,94481,104242
"London",2019-12-01,84653,70897,94236,104303
"London",2020-01-01,84583,70877,93940,104348
"London",2020-02-01,84491,70844,93593,104378
"London",2020-03-01,84376,70795,93190,104393
"London",2020-04-01,84237,70731,92732,104391
"London",2020-05-01,84073,70651,92214,104371
"London",2020-06-01,83884,70555,91637,104335
"London",2020-07-01,83669,70441,90996,104280
"London",2020-08-01,83426,70310,90291,104207
"London",2020-09-01,83156,70160,89519,104114
"London",2020-10-01,82857,69991,88679,104002
"London",2020-11-01,82528,69803,87767,103869
"London",2020-12-01,82168,69594,86783,103716
"London",2021-01-01,81777,69365,85724,103541
"London",2021-02-01,81354,69115,84587,103344
"London",2021-03-01,80898,68842,83372,103125
"London",2021-04-01,80408,68548,82075,102882
"London",2021-05-01,79883,68230,80696,102616
"London",2021-06-01,79323,67889,79231,102325
"London",2021-07-01,78727,67523,77679,102010
"London",2021-08-01,78093,67133,76037,101670
"London",2021-09-01,77421,66717,74304,101304
"London",2021-10-01,76710,66275,72478,100911
"London",2021-11-01,75959,65807,70556,100491
"London",2021-12-01,75168,65312,68537,100044
"Montreal",2013-01-01,67639,56431,74057,82711
"Montreal",2013-02-01,67802,56505,74261,82835
"Montreal",2013-03-01,67960,56582,74460,82962
"Montreal",2013-04-01,68113,56661,74654,83093
"Montreal",2013-05-01,68263,56742,74843,83228
"Montreal",2013-06-01,68408,56825,75029,83367
"Montreal",2013-07-01,68550,56910,75210,83510
"Montreal",2013-08-01,68688,56997,75388,83657
"Montreal",2013-09-01,68824,57085,75562,83808
"Montreal",2013-10-01,68957,57175,75733,83963
"Montreal",2013-11-01,69087,57267,75902,84122
"Montreal",2013-12-01,69215,57360,76068,84285
"Montreal",2014-01-01,69342,57455,76232,84453
"Montreal",2014-02-01,69467,57551,76395,84624
"Montreal",2014-03-01,69590,57648,76556,84800
"Montreal",2014-04-01,69713,57747,76715,84980
"Montreal",2014-05-01,69836,57847,76874,85164
"Montreal",2014-06-01,69958,57948,77032,85352
"Montreal",2014-07-01,70080,58050,77190,85545
"Montreal",2014-08-01,70202,58153,77348,85742
"Montreal",2014-09-01,70325,58256,77506,85943
"Montreal",2014-10-01,70448,58360,77664,86147
